ts_code,date,pre_close,open,high,low,close,change,pct_chg,volume,amount,adj_factor
159967.SZ,2024-01-02,0.418,0.418,0.418,0.41,0.41,-0.008,-1.9139,2541855.94,104834.349,3.638
159967.SZ,2024-01-03,0.41,0.408,0.41,0.401,0.404,-0.006,-1.4634,3149189.07,127523.501,3.638
159967.SZ,2024-01-04,0.404,0.403,0.403,0.396,0.398,-0.006,-1.4851,3328409.32,132570.961,3.638
159967.SZ,2024-01-05,0.398,0.397,0.399,0.388,0.39,-0.008,-2.0101,4335990.33,170570.032,3.638
159967.SZ,2024-01-08,0.39,0.389,0.39,0.383,0.384,-0.006,-1.5385,2873734.85,111062.715,3.638
159967.SZ,2024-01-09,0.384,0.385,0.389,0.382,0.384,0.0,0.0,2475937.77,95625.084,3.638
159967.SZ,2024-01-10,0.384,0.383,0.386,0.378,0.38,-0.004,-1.0417,2157225.0,82430.644,3.638
159967.SZ,2024-01-11,0.38,0.379,0.388,0.379,0.386,0.006,1.5789,2852054.76,109502.087,3.638
159967.SZ,2024-01-12,0.386,0.385,0.386,0.381,0.381,-0.005,-1.2953,1760978.86,67551.291,3.638
159967.SZ,2024-01-15,0.381,0.379,0.385,0.378,0.381,0.0,0.0,1972159.41,75081.939,3.638
159967.SZ,2024-01-16,0.381,0.38,0.38,0.374,0.38,-0.001,-0.2625,2456688.53,92707.772,3.638
159967.SZ,2024-01-17,0.38,0.379,0.38,0.37,0.37,-0.01,-2.6316,1704422.49,64035.376,3.638
159967.SZ,2024-01-18,0.37,0.369,0.38,0.365,0.379,0.009,2.4324,3997547.11,148357.375,3.638
159967.SZ,2024-01-19,0.379,0.378,0.382,0.375,0.375,-0.004,-1.0554,2189922.25,82800.207,3.638
159967.SZ,2024-01-22,0.375,0.375,0.377,0.362,0.364,-0.011,-2.9333,2118730.87,78462.111,3.638
159967.SZ,2024-01-23,0.364,0.362,0.373,0.362,0.369,0.005,1.3736,3035492.9,111959.374,3.638
