ts_code,name,benchmark,found_date,amount
561570.SH,油气ETF华泰柏瑞,中证油气产业指数收益率,20241009,63360.365
560510.SH,中证A500ETF泰康,中证A500指数收益率,20240927,42349.832
560610.SH,A500ETF招商,中证A500指数收益率,20240926,122503.204
159338.SZ,中证A500ETF国泰,中证A500指数收益率,20240926,4849132.577
180502.SZ,招商基金蛇口租赁住房REIT,,20240926,3599.532
159339.SZ,A500ETF,中证A500指数收益率,20240926,55486.767
563220.SH,A500ETF富国,中证A500指数收益率,20240925,536818.538
563360.SH,A500ETF华泰柏瑞,中证A500指数收益率,20240925,5412391.103
159352.SZ,A500ETF南方,中证A500指数,20240925,5023616.503
560530.SH,中证A500ETF摩根,中证A500指数收益率,20240924,67014.324
159353.SZ,中证A500ETF景顺,中证A500指数收益率,20240924,275433.087
159351.SZ,A500ETF嘉实,中证A500指数收益率,20240920,640934.141
159305.SZ,储能电池ETF广发,国证新能源电池指数同期收益率,20240918,107588.873
180303.SZ,华泰宝湾物流REIT,,20240913,6972.591
520700.SH,港股通创新药ETF万家,中证港股通创新药指数收益率(经估值汇率调整),20240913,146839.123
560620.SH,公用事业ETF万家,中证全指公用事业指数收益率,20240911,1759.001
561930.SH,沪深300ETF招商,沪深300指数收益率,20240906,14219.773
530000.SH,上证50ETF天弘,上证50指数收益率,20240904,5230.68
520890.SH,港股通红利低波ETF华泰柏瑞,恒生港股通高股息低波动指数收益率(使用估值汇率折算),20240904,17806.999
180603.SZ,华夏大悦城商业REIT,,20240903,1112.192
560890.SH,红利低波ETF新华,中证红利低波动指数收益率,20240902,0.0
159337.SZ,中证500ETF东财,中证500指数收益率,20240902,21048.921
180105.SZ,易方达广开产园REIT,,20240829,1008.601
159326.SZ,电网设备ETF华夏,中证电网设备主题指数收益率,20240829,1839570.494
508022.SH,博时津开产园REIT,,20240828,1725.144
159302.SZ,港股高股息ETF,中证港股通高股息投资指数收益率(经估值汇率调整),20240823,9626.326
159335.SZ,央企科创ETF融通,中证诚通央企科技创新指数收益率,20240822,2463.745
159333.SZ,港股央企红利ETF万家,中证港股通央企红利指数收益率(经估值汇率调整),20240821,14922.564
159569.SZ,港股红利低波ETF景顺,国证港股通红利低波动率指数收益率(使用估值汇率折算),20240814,41960.119
508005.SH,华夏首创奥莱REIT,,20240814,9307.073
588990.SH,科创芯片ETF博时,上证科创板芯片指数收益率,20240808,121153.15
588860.SH,科创医药ETF工银,上证科创板生物医药指数收益率,20240808,10669.249
159587.SZ,粮食ETF广发,国证粮食产业指数收益率,20240808,59630.245
159330.SZ,沪深300ETF东财,沪深300指数收益率,20240801,14820.705
588830.SH,科创新能源ETF鹏华,上证科创板新能源指数收益率,20240731,218930.476
159327.SZ,半导体设备ETF万家,中证半导体材料设备主题指数收益率,20240724,122816.454
159331.SZ,红利港股ETF国泰,中证港股通高股息投资指数收益率(经估值汇率调整),20240723,6685.567
159332.SZ,央企红利ETF富国,中证中央企业红利指数收益率,20240716,5511.431
508002.SH,华安百联消费REIT,,20240711,2345.345
159301.SZ,公用事业ETF华夏,中证全指公用事业指数收益率,20240710,21261.926
508015.SH,中信建投明阳智能新能源REIT,,20240705,4432.139
520830.SH,沙特ETF华泰柏瑞,富时沙特阿拉伯指数收益率(使用估值汇率折算),20240705,52327.513
159329.SZ,沙特ETF南方,经汇率调整后的标的富时沙特阿拉伯指数,20240705,94724.473
159583.SZ,通信ETF富国,中证通信设备主题指数收益率,20240628,278485.751
588500.SH,科创100增强ETF易方达,上证科创板100指数收益率,20240627,6249.904
159800.SZ,中证800ETF鹏华,中证800指数收益率,20240627,387.319
588680.SH,科创100增强ETF广发,上证科创板100指数收益率,20240627,21313.263
520990.SH,港股央企红利ETF景顺,中证国新港股通央企红利指数收益率(使用估值汇率折算),20240626,134308.301
520900.SH,港股通红利ETF广发,中证国新港股通央企红利指数收益率(使用估值汇率折算),20240626,100826.593
520660.SH,港股通央企红利ETF南方,中证国新港股通央企红利指数(人民币中间价)收益率,20240626,96970.083
180302.SZ,华夏深国际REIT,,20240625,166.01
508089.SH,华夏特变电工新能源REIT,,20240619,6288.579
159552.SZ,中证2000增强ETF招商,中证2000指数收益率,20240619,59633.363
159303.SZ,恒生医疗ETF大成,恒生医疗保健指数收益率,20240618,20835.24
508086.SH,工银河北高速REIT,,20240618,497.155
159318.SZ,恒指港股通ETF银华,恒指港股通指数收益率(经估值汇率调整),20240613,4033.121
560360.SH,软件ETF万家,中证软件服务指数收益率,20240613,14069.253
159558.SZ,半导体设备ETF易方达,中证半导体材料设备主题指数收益率,20240606,457956.721
159322.SZ,黄金股ETF平安,中证沪深港黄金产业股票指数收益率,20240605,20400.639
159309.SZ,油气ETF汇添富,中证油气资源指数收益率,20240531,101822.615
159315.SZ,黄金股ETF工银,中证沪深港黄金产业股票指数收益率,20240530,24148.978
159578.SZ,深证主板50ETF南方,深证主板50指数收益率,20240530,159.857
159542.SZ,工程机械ETF大成,中证工程机械主题指数收益率,20240528,8066.448
159533.SZ,中证2000ETF博时,中证2000指数收益率,20240528,4327.811
563090.SH,上证50增强ETF易方达,上证50指数收益率,20240527,3353.564
159300.SZ,沪深300ETF富国,沪深300指数收益率,20240523,48060.977
159588.SZ,石油ETF景顺,国证石油天然气指数收益率,20240523,32911.773
563150.SH,油气ETF银华,中证油气资源指数收益率,20240522,11116.883
159321.SZ,黄金股ETF华安,中证沪深港黄金产业股票指数收益率,20240509,51072.435
159597.SZ,创业板成长ETF易方达,创业板成长指数收益率,20240508,15558.729
159557.SZ,恒生医疗ETF嘉实,经估值汇率调整后的恒生医疗保健指数收益率,20240507,28653.159
159525.SZ,红利低波ETF富国,中证红利低波动指数收益率,20240507,45924.293
159528.SZ,国企改革ETF富国,中证国有企业改革指数收益率,20240507,350.526
562700.SH,汽车零部件ETF华夏,中证汽车零部件主题指数收益率,20240506,18311.253
563180.SH,高股息ETF,中证高股息策略指数收益率,20240506,8347.272
588450.SH,科创50增强ETF招商,上证科创板50成份指数收益率,20240506,26521.461
510720.SH,红利国企ETF国泰,上证国有企业红利指数收益率,20240430,96758.778
159306.SZ,汽车零部件ETF平安,中证汽车零部件主题指数收益率,20240429,1876.825
562340.SH,中证500成长ETF银华,中证500质量成长指数收益率*100%,20240425,162.191
517400.SH,黄金股ETF国泰,中证沪深港黄金产业股票指数收益率,20240424,62913.112
513820.SH,港股通红利ETF汇添富,中证港股通高股息投资指数收益率(经估值汇率调整后),20240424,95963.303
510950.SH,上证50ETF广发,上证50指数收益率,20240424,13641.984
561760.SH,油气ETF博时,中证油气资源指数收益率,20240419,28402.633
562570.SH,信创ETF华夏,中证信息技术应用创新产业指数收益率,20240419,187667.541
159599.SZ,芯片ETF东财,中证芯片产业指数收益率,20240419,227481.031
159310.SZ,芯片ETF天弘,中证芯片产业指数收益率,20240418,41975.62
159526.SZ,机器人ETF嘉实,中证机器人指数收益率,20240416,36524.913
159307.SZ,红利低波100ETF博时,中证红利低波动100指数收益率,20240416,0.0
180602.SZ,中金印力消费REIT,,20240416,3636.772
588890.SH,科创芯片ETF南方,上证科创板芯片指数收益率,20240415,162113.87
562820.SH,集成电路ETF嘉实,中证全指集成电路指数收益率,20240412,0.0
513210.SH,恒生ETF易方达,恒生指数收益率(使用估值汇率折算),20240410,0.0
513170.SH,恒生央企ETF鹏华,恒生中国央企指数收益率(经汇率调整后),20240410,0.0
159582.SZ,半导体ETF博时,中证半导体产业指数收益率,20240408,0.0
560520.SH,红利低波100ETF大成,中证红利低波动100指数收益率,20240408,0.0
159561.SZ,德国ETF嘉实,经估值汇率调整后的德国DAX指数收益率,20240403,0.0
563280.SH,A50增强ETF富国,MSCI中国A50互联互通人民币指数收益率,20240401,0.0
560850.SH,信创ETF汇添富,中证信息技术应用创新产业指数收益率,20240401,0.0
560690.SH,电信ETF鹏华,中证电信主题指数收益率,20240401,0.0
159545.SZ,恒生红利低波ETF易方达,恒生港股通高股息低波动指数收益率(使用估值汇率折算),20240327,0.0
562560.SH,信息技术ETF华夏,中证全指信息技术指数收益率,20240327,0.0
159553.SZ,中证2000增强ETF海富通,中证2000指数收益率,20240327,0.0
511130.SH,30年国债ETF博时,上证30年期国债指数收益率,20240320,0.0
562580.SH,可选消费ETF华夏,中证全指可选消费指数收益率,20240318,0.0
508026.SH,嘉实中国电建清洁能源REIT,,20240315,0.0
560150.SH,红利低波ETF泰康,中证红利低波动指数收益率,20240315,0.0
159589.SZ,红利ETF广发,中证红利指数收益率,20240314,0.0
508033.SH,易方达深高速REIT,,20240312,0.0
562890.SH,A50ETF嘉实,中证A50指数收益率,20240307,0.0
159596.SZ,A50ETF华宝,中证A50指数收益率,20240307,0.0
159586.SZ,计算机ETF南方,中证全指计算机指数收益率,20240307,0.0
159591.SZ,A50ETF富国,中证A50指数收益率,20240307,0.0
563080.SH,中证A50ETF易方达,中证A50指数收益率,20240306,0.0
159592.SZ,A50ETF基金,中证A50指数收益率,20240306,0.0
563350.SH,A50ETF华泰柏瑞,中证A50指数收益率,20240306,0.0
159581.SZ,红利ETF万家,中证红利指数收益率,20240306,0.0
159595.SZ,中证A50ETF大成,中证A50指数收益率,20240306,0.0
561230.SH,中证A50ETF工银,中证A50指数收益率,20240306,0.0
560350.SH,中证A50ETF摩根,中证A50指数收益率,20240305,0.0
159593.SZ,中证A50ETF平安,中证A50指数收益率,20240304,0.0
159568.SZ,港股互联网ETF博时,中证港股通互联网指数收益率(经汇率调整后),20240208,0.0
159565.SZ,汽车零部件ETF易方达,中证汽车零部件主题指数收益率,20240208,0.0
513910.SH,港股通央企红利ETF华夏,中证港股通央企红利指数收益率(经估值汇率调整),20240207,0.0
180601.SZ,华夏华润商业REIT,,20240207,0.0
159577.SZ,美国50ETF汇添富,经人民币汇率调整的MSCI美国50指数收益率,20240205,0.0
159563.SZ,创业板综ETF华夏,创业板综合指数收益率,20240201,0.0
508011.SH,嘉实物美消费REIT,,20240131,0.0
159566.SZ,储能电池ETF易方达,国证新能源电池指数收益率,20240131,0.0
508017.SH,华夏金茂商业REIT,,20240131,0.0
159547.SZ,红利低波ETF华夏,中证红利低波动指数收益率,20240125,0.0
159529.SZ,标普消费ETF,标普500消费精选指数收益率(使用估值汇率调整),20240124,0.0
159527.SZ,云计算ETF广发,中证云计算与大数据主题指数收益率,20240122,0.0
513400.SH,道琼斯ETF鹏华,道琼斯工业平均指数收益率(经汇率调整后),20240117,0.0
159562.SZ,黄金股ETF华夏,中证沪深港黄金产业股票指数收益率,20240111,0.0
159530.SZ,机器人ETF易方达,国证机器人产业指数收益率,20240110,0.0
159567.SZ,港股创新药ETF,国证港股通创新药指数收益率(经估值汇率调整),20240103,0.0
159570.SZ,港股通创新药ETF,国证港股通创新药指数收益率(经估值汇率调整后),20231228,0.0
159556.SZ,中证2000增强ETF平安,中证2000指数收益率,20231227,0.0
508031.SH,国泰海通城投宽庭保租房REIT,,20231227,0.0
588700.SH,科创医药ETF嘉实,上证科创板生物医药指数收益率,20231227,0.0
159502.SZ,标普生物科技ETF嘉实,经估值汇率调整后的标普生物科技精选行业指数收益率,20231226,0.0
561200.SH,中证A100ETF工银,中证A100指数收益率,20231222,0.0
159576.SZ,深证100ETF广发,深证100指数收益率,20231221,0.0
513920.SH,港股通央企红利ETF华安,恒生港股通中国央企红利指数收益率(经汇率调整),20231220,0.0
159571.SZ,创业板200ETF富国,创业板中盘200指数收益率,20231220,0.0
159575.SZ,创业板200ETF银华,创业板中盘200指数收益率,20231220,0.0
159572.SZ,创业板200ETF易方达,创业板中盘200指数收益率,20231215,0.0
159573.SZ,创业板200ETF华夏,创业板中盘200指数收益率,20231215,0.0
511100.SH,国债ETF华夏,上证基准做市国债指数收益率,20231213,0.0
588900.SH,科创100ETF南方,上证科创板100指数收益率,20231208,0.0
562060.SH,标普A股红利ETF华宝,标普中国A股红利机会指数收益率,20231208,0.0
563020.SH,红利低波ETF易方达,中证红利低波动指数收益率,20231206,0.0
560300.SH,电信ETF汇添富,中证电信主题指数收益率,20231205,0.0
560780.SH,半导体设备ETF广发,中证半导体材料设备主题指数收益率,20231201,0.0
159555.SZ,中证2000增强ETF银华,中证2000指数收益率,20231201,0.0
159559.SZ,机器人50ETF,国证机器人产业指数收益率,20231130,0.0
159350.SZ,深证50ETF富国,深证50指数收益率,20231130,0.0
159150.SZ,深证50ETF易方达,深证50指数收益率,20231129,0.0
159505.SZ,国证2000ETF博时,国证2000指数收益率,20231123,0.0
159661.SZ,A100ETF嘉实,中证A100指数收益率,20231123,0.0
562600.SH,医疗器械ETF华夏,中证全指医疗器械指数收益率,20231123,0.0
513630.SH,港股低波红利ETF摩根,标普港股通低波红利指数收益率,20231123,0.0
159549.SZ,红利低波ETF天弘,中证红利低波动100指数收益率,20231123,0.0
510980.SH,上证指数ETF汇添富,上证综合指数收益率,20231122,0.0
561010.SH,软件ETF华安,中证全指软件开发指数收益率,20231121,0.0
513350.SH,标普油气ETF富国,标普石油天然气勘探及生产精选行业指数收益率(经汇率调整后),20231120,0.0
513730.SH,东南亚科技ETF华泰柏瑞,新交所泛东南亚科技指数收益率(使用估值汇率折算),20231115,0.0
513750.SH,港股通非银ETF广发,中证港股通非银行金融主题指数收益率,20231110,0.0
159543.SZ,国证2000ETF工银,国证2000指数收益率,20231109,0.0
159560.SZ,芯片ETF景顺,中证芯片产业指数收益率,20231109,0.0
588210.SH,科创100ETF易方达,上证科创板100指数收益率,20231108,0.0
588800.SH,科创100ETF华夏,上证科创板100指数收益率,20231108,0.0
588880.SH,科创100ETF华泰柏瑞,上证科创板100指数收益率,20231108,0.0
159551.SZ,机器人ETF国泰,中证机器人指数收益率,20231108,0.0
513850.SH,美国50ETF易方达,MSCI美国50指数收益率(使用估值汇率折算),20231106,0.0
561780.SH,1000增强ETF博时,中证1000指数收益率,20231102,0.0
159518.SZ,标普油气ETF嘉实,经估值汇率调整后的标普石油天然气勘探及生产精选行业指数收益率,20231101,0.0
563330.SH,A股ETF华泰柏瑞,中证A股指数收益率,20231030,0.0
513870.SH,纳指ETF富国,纳斯达克100指数收益率(经汇率调整后),20231025,0.0
517520.SH,黄金股ETF永赢,中证沪深港黄金产业股票指数收益率,20231024,0.0
561360.SH,石油ETF国泰,中证油气产业指数收益率,20231023,0.0
159520.SZ,消费龙头ETF工银,中证消费龙头指数收益率,20231019,0.0
159541.SZ,创业板综ETF万家,创业板综合指数收益率,20231018,0.0
560280.SH,工程机械ETF广发,中证工程机械主题指数收益率,20231018,0.0
508007.SH,中金山东高速REIT,,20231016,0.0
159546.SZ,集成电路ETF国泰,中证全指集成电路指数收益率,20231011,0.0
562590.SH,半导体设备ETF华夏,中证半导体材料设备主题指数收益率,20231009,0.0
563200.SH,中证2000ETF富国,中证2000指数收益率,20230928,0.0
560020.SH,红利ETF汇添富,中证红利指数收益率,20230926,0.0
562030.SH,信创ETF华宝,中证信息技术应用创新产业指数收益率,20230926,0.0
513190.SH,港股通金融ETF华夏,经估值汇率调整后的中证港股通内地金融指数收益率,20230925,0.0
159540.SZ,信创ETF易方达,国证信息技术创新主题指数收益率,20230920,0.0
159537.SZ,信创ETF国泰,国证信息技术创新主题指数收益率,20230920,0.0
159539.SZ,信创ETF广发,同期国证信息技术创新主题指数收益率,20230920,0.0
159538.SZ,信创ETF富国,国证信息技术创新主题指数收益率,20230914,0.0
159535.SZ,中证2000ETF嘉实,中证2000指数收益率,20230914,0.0
159532.SZ,中证2000ETF易方达,中证2000指数收益率,20230913,0.0
159536.SZ,中证2000ETF汇添富,中证2000指数收益率,20230913,0.0
561370.SH,中证2000ETF国泰,中证2000指数收益率,20230913,0.0
560220.SH,中证2000ETF广发,中证2000指数收益率,20230908,0.0
159531.SZ,中证2000ETF南方,中证2000指数收益率,20230907,0.0
588190.SH,科创100ETF,上证科创板100指数收益率,20230906,0.0
588030.SH,科创100ETF博时,上证科创板100指数收益率,20230906,0.0
588220.SH,科创100ETF鹏华,上证科创板100指数收益率,20230906,0.0
588120.SH,科创100ETF国泰,上证科创板100指数收益率,20230906,0.0
562660.SH,中证2000ETF华夏,中证2000指数收益率,20230906,0.0
560260.SH,医疗ETF广发,中证医疗指数收益率,20230906,0.0
561060.SH,国企红利ETF华安,中证国有企业红利指数收益率,20230906,1829.26
563300.SH,中证2000ETF华泰柏瑞,中证2000指数收益率,20230906,516813.646
159523.SZ,沪深300成长ETF华夏,中证智选300成长创新策略指数收益率,20230905,12594.044
560590.SH,中证1000增强ETF鹏华,中证1000指数收益率,20230901,3276.656
561280.SH,中证1000增强ETF工银,中证1000指数收益率,20230831,12238.984
159521.SZ,国证2000ETF平安,国证2000指数收益率,20230825,652.128
159515.SZ,国企红利ETF鹏扬,中证国有企业红利指数收益率,20230825,1877.91
588110.SH,科创成长ETF广发,上证科创板成长指数收益率,20230823,43021.303
588020.SH,科创成长ETF易方达,上证科创板成长指数收益率,20230823,125454.837
159519.SZ,港股国企ETF国泰,中证香港内地国有企业指数收益率(经估值汇率调整),20230823,26036.573
159517.SZ,中证800增强ETF银华,中证800指数收益率,20230823,3390.142
561980.SH,半导体设备ETF招商,中证半导体产业指数收益率,20230821,371989.451
513810.SH,港股国企ETF华夏,中证香港内地国有企业指数收益率(使用估值汇率折算),20230821,11514.394
159696.SZ,纳指ETF易方达,纳斯达克100指数收益率(使用估值汇率折算),20230817,84699.638
159699.SZ,恒生消费ETF广发,人民币计价的恒生消费指数收益率,20230810,43880.764
159510.SZ,沪深300价值ETF华夏,中证智选300价值稳健策略指数收益率,20230731,2031.783
159511.SZ,通信ETF南方,中证通信服务指数收益率,20230728,23652.946
561260.SH,能源ETF工银,中证国新央企现代能源指数收益率,20230727,4156.69
562850.SH,央企能源ETF嘉实,中证国新央企现代能源指数收益率,20230727,16541.647
561790.SH,央企能源ETF博时,中证国新央企现代能源指数收益率,20230727,2154.488
159698.SZ,粮食ETF,国证粮食产业指数收益率,20230726,66878.578
501201.SH,科创红土LOF,中国战略新兴产业成分指数收益率*50%+中证全债指数收益率*50%,20230724,3177.048
159509.SZ,纳指科技ETF景顺,纳斯达克科技市值加权指数收益率(使用估值汇率调整),20230719,4013140.609
560950.SH,中证500增强ETF汇添富,中证500指数收益率,20230719,657.649
159516.SZ,半导体设备ETF国泰,中证半导体材料设备主题指数收益率,20230719,2295582.25
159512.SZ,汽车ETF广发,中证全指汽车指数收益率,20230713,2515.245
159513.SZ,纳斯达克100ETF大成,纳斯达克100指数收益率(经汇率调整),20230712,189605.232
159686.SZ,A100ETF易方达,中证A100指数收益率,20230711,13129.166
563010.SH,电信ETF易方达,中证电信主题指数收益率,20230705,7761.746
159508.SZ,生物医药ETF华安,国证生物医药指数收益率,20230629,3769.721
562380.SH,央企科技ETF银华,中证国新央企科技引领指数收益率,20230626,4436.091
159673.SZ,沪深300ETF鹏华,沪深300指数收益率,20230621,49507.056
159690.SZ,有色矿业ETF招商,中证有色金属矿业主题指数收益率,20230621,37652.569
560170.SH,央企科技ETF南方,中证国新央企科技引领指数,20230621,69898.768
563050.SH,央企科技ETF易方达,中证国新央企科技引领指数收益率,20230621,6703.248
560030.SH,800价值ETF汇添富,中证800价值指数收益率,20230620,47.305
159506.SZ,港股通医疗ETF富国,恒生港股通创新药及医疗保健指数收益率(使用估值汇率折算),20230614,329983.355
508019.SH,中金湖北科投光谷REIT,,20230609,4588.643
159507.SZ,通信ETF广发,国证通信指数收益率,20230608,31317.491
159501.SZ,纳指ETF嘉实,经估值汇率调整后的纳斯达克100指数收益率,20230531,228368.313
562920.SH,信息安全ETF易方达,中证信息安全主题指数收益率,20230531,9404.148
513040.SH,港股通互联网ETF易方达,中证港股通互联网指数收益率(使用估值汇率折算),20230531,611146.856
561960.SH,央企回报ETF招商,中证国新央企股东回报指数收益率,20230524,1077.252
560070.SH,央企红利ETF汇添富,中证国新央企股东回报指数收益率,20230524,4685.946
560700.SH,央企红利ETF广发,中证国新央企股东回报指数收益率,20230524,7651.102
562930.SH,软件ETF易方达,中证软件服务指数收益率,20230522,69451.329
511090.SH,30年国债ETF鹏扬,中债-30年期国债指数收益率,20230519,4037776.346
561580.SH,央企红利ETF华泰柏瑞,中证中央企业红利指数收益率,20230518,97270.45
560330.SH,沪深300价值ETF申万菱信,沪深300价值指数收益率,20230511,1012.616
159692.SZ,证券ETF东财,中证证券公司30指数收益率,20230505,96347.614
560580.SH,电力ETF南方,中证全指电力公用事业指数收益率,20230427,13034.143
159695.SZ,通信ETF嘉实,国证通信指数收益率,20230427,33010.83
159622.SZ,创新药ETF东财,中证沪港深创新药产业指数收益率,20230421,60836.193
513950.SH,恒生红利ETF富国,恒生港股通高股息低波动指数,20230419,61727.815
513390.SH,纳指100ETF博时,纳斯达克100指数收益率(经估值汇率调整),20230419,308640.52
159697.SZ,石油ETF鹏华,国证石油天然气指数收益率,20230417,177145.252
159670.SZ,消费50ETF国联安,中证消费50指数收益率,20230414,6662.133
560180.SH,沪深300ESGETF南方,沪深300ESG基准指数,20230413,3162.689
513970.SH,恒生消费ETF景顺,恒生消费指数收益率(使用估值汇率折算),20230412,57074.459
159659.SZ,纳斯达克100ETF招商,纳斯达克100指数收益率(经汇率调整后),20230412,464894.819
501312.SH,海外科技LOF,经人民币汇率调整的纳斯达克100指数收益率*80%+恒生科技指数收益率*10%+中证综合债指数收益率*10%,20230411,66893.332
562330.SH,中证500价值ETF银华,中证500价值指数收益率,20230407,256.55
562960.SH,绿色电力ETF易方达,中证绿色电力指数收益率,20230403,118563.819
159691.SZ,港股红利ETF工银,经汇率调整后的中证港股通高股息精选指数收益率,20230330,204046.454
159660.SZ,纳指ETF汇添富,经人民币汇率调整的纳斯达克100指数收益率,20230330,134961.097
501225.SH,全球芯片LOF,费城半导体指数收益率(PHLX Semiconductor Sector Index)(使用估值汇率调整)*75%+中证芯片产业指数收益率*15%+人民币活期存款利率(税后)*10%,20230330,83936.597
561950.SH,中证500增强ETF招商,中证500指数收益率,20230329,7568.975
159676.SZ,创业板增强ETF富国,创业板指数收益率,20230323,4669.465
159672.SZ,消费ETF博时,中证主要消费指数收益率,20230323,3113.412
513650.SH,标普500ETF南方,标普500指数收益率(经汇率调整),20230323,331100.492
508096.SH,中航京能国际能源REIT,,20230320,5195.213
508028.SH,中信建投国家电投新能源REIT,,20230320,10099.58
561920.SH,疫苗ETF招商,中证疫苗与生物技术指数收益率,20230315,642.69
159685.SZ,1000增强ETF天弘,中证1000指数收益率,20230315,2182.984
562550.SH,绿电ETF华夏,中证绿色电力指数收益率,20230307,168077.511
159653.SZ,ESG300ETF国联安,国证ESG300指数收益率,20230306,219.942
159689.SZ,消费ETF南方,中证主要消费指数收益率,20230303,1422.51
561170.SH,绿色电力ETF富国,中证绿色电力指数收益率,20230302,46417.395
513110.SH,纳指ETF华泰柏瑞,纳斯达克100指数收益率(使用估值汇率折算),20230301,390836.969
560090.SH,证券ETF汇添富,中证全指证券公司指数收益率,20230227,139917.527
560860.SH,工业有色ETF万家,中证工业有色金属主题指数收益率,20230222,506203.182
159657.SZ,疫苗ETF鹏华,国证疫苗与生物科技指数收益率,20230222,1197.775
563030.SH,中证500增强ETF易方达,中证500指数收益率,20230217,2291.404
159671.SZ,稀有金属ETF工银,中证稀有金属主题指数收益率,20230217,89621.187
562860.SH,疫苗ETF嘉实,中证疫苗与生物技术指数收益率,20230216,10108.466
159678.SZ,500增强ETF博时,中证500指数收益率,20230213,4148.003
159679.SZ,中证1000增强ETF国泰,中证1000指数收益率,20230209,6080.807
513560.SH,香港科技ETF兴银,中证港股通科技指数收益率,20230131,85627.072
159688.SZ,恒生互联网ETF华安,恒生互联网科技业指数收益率(经汇率调整),20230117,137847.835
159652.SZ,有色ETF汇添富,中证细分有色金属产业主题指数收益率,20230116,263484.827
159666.SZ,交通运输ETF华夏,中证全指运输指数收益率,20230113,18648.715
508098.SH,嘉实京东仓储基础设施REIT,,20230111,7418.568
562320.SH,沪深300价值ETF银华,沪深300价值指数收益率,20221229,3691.241
159669.SZ,绿色电力ETF国泰,国证绿色电力指数收益率,20221229,9751.938
159656.SZ,沪深300成长ETF万家,沪深300成长指数收益率,20221228,19149.474
588320.SH,双创50增强ETF广发,中证科创创业50指数收益率,20221228,7924.809
513140.SH,港股通金融ETF华泰柏瑞,中证港股通金融服务指数收益率(使用估值汇率折算),20221226,48781.674
159682.SZ,创业板50ETF景顺,创业板50指数收益率,20221223,255002.009
159665.SZ,半导体龙头ETF工银,国证半导体芯片指数收益率,20221222,83019.88
561000.SH,沪深300增强ETF华安,沪深300指数收益率,20221221,7475.223
159681.SZ,创50ETF,创业板50指数收益率,20221221,123723.763
159687.SZ,亚太精选ETF南方,经估值汇率调整的富时亚太低碳精选指数(FTSE Asia Pacific Low Carbon Select Index)收益率,20221216,157150.154
562010.SH,绿色能源ETF华宝,中证绿色能源指数收益率,20221216,1487.177
180103.SZ,华夏和达高科REIT,,20221216,579.828
588460.SH,科创50增强ETF鹏华,上证科创板50成份指数收益率,20221201,119874.581
588370.SH,科创50增强ETF南方,上证科创板50成份指数收益率,20221201,10071.602
561320.SH,交运ETF国泰,中证内地运输主题指数收益率,20221130,636.644
159677.SZ,中证1000增强ETF银华,中证1000指数收益率,20221124,4631.693
159675.SZ,创业板增强ETF嘉实,创业板指数收益率,20221124,3508.129
561590.SH,中证1000增强ETF华泰柏瑞,中证1000指数收益率,20221123,9564.905
159662.SZ,交运ETF南方,国证交通运输行业指数收益率,20221123,6215.532
508077.SH,华夏基金华润有巢REIT,,20221118,8120.775
159680.SZ,中证1000增强ETF招商,中证1000指数收益率,20221118,57645.277
560980.SH,光伏龙头ETF广发,中证光伏龙头30指数收益率,20221116,37695.374
508009.SH,中金安徽交控REIT,,20221111,17937.356
159627.SZ,A100ETF华夏,中证A100指数收益率,20221108,5687.769
561180.SH,A100ETF富国,中证A100指数收益率,20221103,5004.218
508066.SH,华泰江苏交控REIT,,20221103,23630.541
513310.SH,中韩半导体ETF华泰柏瑞,中证韩交所中韩半导体指数收益率,20221102,673207.289
501222.SH,如意招享FOF,中证债券型基金指数收益率*80%+中证偏股型基金指数收益率*15%+活期存款利率(税后)*5%,20221101,1.663
588350.SH,科创创业50ETF鹏扬,中证科创创业50指数收益率,20221026,3194.047
159630.SZ,A100ETF汇添富,中证A100指数收益率,20221020,526.866
560680.SH,消费ETF广发,中证主要消费指数,20221019,12805.542
561330.SH,矿业ETF国泰,中证有色金属矿业主题指数收益率,20221019,141682.362
159667.SZ,工业母机ETF国泰,中证机床指数收益率,20221012,187489.699
159663.SZ,机床ETF华夏,中证机床指数收益率,20221012,42716.625
159655.SZ,标普500ETF华夏,经估值汇率调整后的标普500指数收益率,20221012,106677.757
588290.SH,科创芯片ETF华安,上证科创板芯片指数收益率,20220930,489126.25
588010.SH,科创新材料ETF博时,上证科创板新材料指数收益率,20220930,29923.633
588160.SH,科创新材料ETF南方,上证科创板新材料指数收益率,20220930,13536.295
588200.SH,科创芯片ETF嘉实,上证科创板芯片指数收益率,20220930,5273270.696
159658.SZ,数字经济ETF华安,中证数字经济主题指数收益率,20220927,15980.059
560080.SH,中药ETF,中证中药指数收益率,20220926,37478.196
508088.SH,国泰海通东久新经济REIT,,20220923,1573.322
508021.SH,国泰海通临港创新产业园REIT,,20220922,825.203
180102.SZ,华夏合肥高新REIT,,20220920,3650.6
159645.SZ,疫苗ETF富国,国证疫苗与生物科技指数,20220916,262.793
511580.SH,国债政金债ETF招商,中证国债及政策性金融债0-3年指数收益率,20220915,1672651.982
562310.SH,沪深300成长ETF银华,沪深300成长指数收益率,20220901,25680.554
159651.SZ,国开债ETF平安,中债-0-3年国开行债券指数收益率,20220901,169074.958
513260.SH,恒生科技ETF汇添富,经人民币汇率调整的恒生科技指数收益率,20220831,441523.647
