ts_code,name,benchmark,found_date,amount
560050.SH,中国A50ETF汇添富,MSCI中国A50互联互通人民币指数收益率,20211029,0.0
563000.SH,中国A50ETF易方达,MSCI中国A50互联互通人民币指数收益率,20211029,0.0
516750.SH,建材ETF富国,中证全指建筑材料指数收益率,20211028,0.0
159712.SZ,港股通50ETF国泰,中证港股通50指数收益率,20211027,0.0
159862.SZ,食品饮料ETF银华,中证细分食品饮料产业主题指数收益率,20211026,0.0
159770.SZ,机器人ETF,中证机器人指数收益率,20211026,0.0
159877.SZ,医疗ETF南方,中证全指医疗保健设备与服务指数收益率,20211022,0.0
516620.SH,影视ETF国泰,中证影视主题指数收益率,20211020,0.0
159895.SZ,物联网ETF易方达,中证物联网主题指数收益率,20211013,0.0
517660.SH,物联网ETF天弘,中证沪港深物联网主题指数收益率,20211012,0.0
588280.SH,科创50ETF华安,上证科创板50成份指数收益率,20211012,0.0
159892.SZ,恒生医药ETF华夏,恒生生物科技指数收益率(使用估值汇率折算),20210929,0.0
516130.SH,消费龙头ETF华宝,中证消费龙头指数收益率,20210928,0.0
159777.SZ,创科技ETF国联安,创业板科技指数收益率,20210927,0.0
159723.SZ,科技龙头ETF汇添富,中证沪港深科技龙头指数收益率,20210927,0.0
561130.SH,国货ETF富国,中证新华社民族品牌工程指数收益率,20210927,0.0
516860.SH,金融科技ETF博时,中证金融科技主题指数收益率,20210924,0.0
159773.SZ,创业板科技ETF华泰柏瑞,创业板科技指数收益率,20210923,0.0
562360.SH,机器人ETF银华,中证机器人指数收益率,20210922,0.0
560000.SH,智能电车ETF浦银,中证智能电动汽车指数收益率,20210917,0.0
510770.SH,G60创新ETF申万菱信,上证G60战略新兴产业成份指数收益率,20210916,0.0
517030.SH,沪港深300ETF易方达,中证沪港深300指数收益率,20210915,0.0
562800.SH,稀有金属ETF嘉实,中证稀有金属主题指数收益率,20210915,0.0
159717.SZ,ESGETF,国证ESG300指数收益率,20210915,0.0
159792.SZ,港股通互联网ETF富国,中证港股通互联网指数收益率,20210915,0.0
159736.SZ,食品饮料ETF天弘,中证食品饮料指数收益率,20210909,0.0
516190.SH,传媒ETF华夏,中证文娱传媒指数收益率,20210909,0.0
516560.SH,养老ETF华宝,中证养老产业指数收益率,20210908,0.0
517110.SH,创新药ETF国泰,中证沪港深创新药产业指数收益率,20210908,0.0
516210.SH,银行ETF华安,中证银行指数收益率,20210903,0.0
501209.SH,富久食品饮料LOF,中证食品饮料指数收益率*80%+中证港股通综合指数(人民币)收益率*10%+商业银行人民币活期存款利率(税后)*10%,20210903,0.0
159889.SZ,智能汽车ETF国泰,中证智能汽车主题指数收益率,20210901,0.0
506008.SH,科创板长城,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*25%+中证港股通综合指数收益率(使用估值汇率折算)*10%,20210901,11042.393
159715.SZ,稀土ETF易方达,中证稀土产业指数收益率,20210901,154999.28
561600.SH,消费电子ETF平安,中证消费电子主题指数收益率,20210830,42037.616
560560.SH,碳中和ETF泰康,中证内地低碳经济主题指数收益率,20210827,4188.847
516630.SH,云计算ETF华夏,中证云计算与大数据主题指数收益率,20210824,93753.741
516640.SH,芯片ETF富国,中证芯片产业指数收益率,20210819,181863.854
159763.SZ,新材料ETF建信,中证新材料主题指数收益率,20210819,4019.425
588390.SH,科创创业ETF博时,中证科创创业50指数收益率,20210819,11737.766
561350.SH,中证500ETF国泰,中证500指数收益率,20210818,16221.05
159732.SZ,消费电子ETF华夏,国证消费电子主题指数收益率,20210812,323020.547
516790.SH,医疗ETF华泰柏瑞,中证全指医疗保健设备与服务指数收益率,20210812,3660.525
561800.SH,稀有金属ETF华富,中证稀有金属主题指数收益率,20210811,40680.137
516290.SH,光伏ETF汇添富,中证光伏产业指数收益率,20210809,34346.968
159875.SZ,新能源ETF嘉实,中证新能源指数收益率,20210809,116910.45
159767.SZ,电池龙头ETF兴银,国证新能源车电池指数收益率,20210806,14592.358
159713.SZ,稀土ETF富国,中证稀土产业指数收益率,20210805,133849.134
560660.SH,云计算50ETF新华,中证云计算50指数收益率,20210805,11985.233
516930.SH,生物科技ETF民生加银,中证生物科技主题指数收益率,20210805,462.888
159840.SZ,锂电池ETF工银,国证新能源车电池指数收益率,20210805,282248.532
561910.SH,电池ETF招商,中证电池主题指数收益率,20210804,271944.663
560500.SH,500质量成长ETF鹏扬,中证500质量成长指数收益率,20210804,4673.653
516710.SH,新材料ETF华夏,中证新材料主题指数收益率,20210804,4148.941
517800.SH,人工智能50ETF方正富邦,中证沪港深人工智能50指数收益率,20210804,21407.637
513590.SH,港股通消费ETF鹏华,中证港股通消费主题指数收益率,20210803,5999.395
517010.SH,沪港深500ETF易方达,中证沪港深500指数收益率,20210803,2669.683
159790.SZ,碳中和ETF华夏,中证内地低碳经济主题指数收益率,20210730,41287.326
159786.SZ,VRETF,中证虚拟现实主题指数收益率,20210729,21728.071
159864.SZ,光伏ETF国泰,中证光伏产业指数收益率,20210728,30856.525
517380.SH,创新药ETF天弘,恒生沪深港创新药精选50指数收益率,20210727,33586.748
516920.SH,芯片ETF汇添富,中证芯片产业指数收益率,20210727,76132.861
516260.SH,物联网ETF华夏,中证物联网主题指数收益率,20210722,1426.132
516720.SH,ESGETF浦银,中证ESG120策略指数收益率,20210722,1514.37
159838.SZ,医药50ETF博时,中证医药50指数收益率,20210722,2534.322
159757.SZ,电池ETF景顺,国证新能源车电池指数收益率,20210721,31606.521
159752.SZ,新能源ETF申万菱信,中证内地新能源主题指数收益率,20210720,18682.97
588060.SH,科创50ETF广发,上证科创板50成份指数收益率,20210715,493105.044
159766.SZ,旅游ETF富国,中证旅游主题指数收益率,20210715,236609.863
516580.SH,新能源ETF博时,中证新能源指数收益率,20210715,4257.003
513700.SH,港股通医药ETF鹏华,中证港股通医药卫生综合指数收益率,20210713,88349.762
516100.SH,金融科技ETF华夏,中证金融科技主题指数收益率,20210713,44772.771
562880.SH,电池ETF嘉实,中证电池主题指数收益率,20210713,94617.633
516270.SH,新能源ETF华安,中证内地新能源主题指数收益率,20210709,13647.142
516890.SH,新材料ETF平安,中证新材料主题指数收益率,20210709,3823.337
159729.SZ,互联网ETF汇添富,中证沪港深互联网指数收益率,20210708,940.792
517120.SH,创新药ETF华泰柏瑞,中证沪港深创新药产业指数收益率,20210708,10202.981
159847.SZ,医疗ETF易方达,中证医疗指数收益率,20210708,14205.599
159720.SZ,智能车ETF泰康,中证智能电动汽车指数收益率,20210707,1913.761
159830.SZ,上海金ETF,上海黄金交易所上海金集中定价合约午盘基准价收益率,20210706,56090.166
561900.SH,沪深300ESGETF招商,沪深300ESG基准指数收益率,20210706,2533.141
159747.SZ,香港科技ETF南方,经估值汇率调整的中证香港科技指数收益率,20210702,95623.382
588380.SH,科创创业ETF富国,中证科创创业50指数收益率,20210629,82325.707
588360.SH,科创创业ETF国泰,中证科创创业50指数收益率,20210629,23535.46
159782.SZ,双创50ETF,中证科创创业50指数收益率,20210629,47607.21
588330.SH,双创50ETF华宝,中证科创创业50指数收益率,20210629,72330.307
159781.SZ,科创创业ETF易方达,中证科创创业50指数收益率,20210628,366822.989
588400.SH,科创创业ETF嘉实,中证科创创业50指数收益率,20210625,63897.752
588300.SH,科创创业50ETF招商,中证科创创业50指数收益率,20210625,64934.705
159783.SZ,科创创业50ETF华夏,中证科创创业50指数收益率,20210624,239848.412
516830.SH,沪深300ESGETF富国,沪深300ESG基准指数收益率,20210624,14718.468
159780.SZ,科创创业50ETF南方,中证科创创业50指数收益率,20210624,130326.243
588180.SH,科创50ETF国联安,上证科创板50成份指数收益率,20210624,83069.433
159859.SZ,生物医药ETF,国证生物医药指数收益率,20210624,125037.266
516970.SH,基建ETF广发,中证基建工程指数收益率,20210623,42061.946
513980.SH,港股科技ETF景顺,中证港股通科技指数收益率(使用估值汇率折算),20210621,494819.056
159709.SZ,物联网ETF工银,深证物联网50指数收益率,20210618,506.143
159716.SZ,深证100ETF华宝,深证100指数收益率,20210618,3075.795
517360.SH,沪港深科技ETF华安,中证沪港深科技100指数收益率,20210618,180.536
159899.SZ,软件ETF招商,中证全指软件指数收益率,20210618,31068.687
159708.SZ,红利ETF西部利得,深证红利指数收益率,20210618,10291.725
510990.SH,180ESGETF工银,中证180ESG指数收益率,20210618,6711.277
513860.SH,港股通科技ETF海富通,中证港股通科技指数收益率,20210617,215523.174
159881.SZ,有色金属ETF国泰,中证有色金属指数收益率,20210617,19743.63
159721.SZ,深证100ETF永赢,深证100指数收益率,20210617,5370.906
561500.SH,漂亮50ETF华泰柏瑞,中证企业核心竞争力50指数收益率,20210617,5367.03
159872.SZ,智能网联汽车ETF,中证车联网主题指数收益率,20210616,489.709
159755.SZ,电池ETF广发,国证新能源车电池指数收益率,20210615,1440616.258
516980.SH,证券ETF先锋,中证证券公司先锋策略指数收益率,20210615,4261.422
159725.SZ,线上消费ETF工银,中证线上消费主题指数收益率,20210611,7959.085
516650.SH,有色金属ETF华夏,中证细分有色金属产业主题指数收益率,20210609,274729.826
516570.SH,化工行业ETF易方达,中证石化产业指数收益率,20210609,78606.391
516820.SH,医疗创新ETF平安,中证医药及医疗器械创新指数收益率,20210609,53091.72
159745.SZ,建材ETF国泰,中证全指建筑材料指数收益率,20210609,139210.766
513360.SH,教育ETF博时,中证全球中国教育主题指数(人民币)收益率,20210608,32991.343
508006.SH,富国首创水务REIT,,20210607,3177.96
180801.SZ,中航首钢绿能REIT,,20210607,3760.797
508001.SH,浙商沪杭甬REIT,,20210607,2785.725
508056.SH,中金普洛斯REIT,,20210607,6823.554
508027.SH,东吴苏园产业REIT,,20210607,14963.546
508000.SH,华安张江产业园REIT,,20210607,969.108
180301.SZ,红土创新盐田港REIT,,20210607,2877.789
180101.SZ,博时蛇口产园REIT,,20210607,2807.809
180201.SZ,平安广州广河REIT,,20210607,5932.722
516380.SH,智能电动车ETF华宝,中证智能电动汽车指数收益率,20210604,1541.632
516910.SH,物流ETF富国,中证现代物流指数收益率,20210603,30335.482
516390.SH,新能源车ETF汇添富,中证新能源汽车产业指数收益率,20210603,10784.654
516320.SH,高端装备ETF华夏,中证装备产业指数收益率,20210527,4961.009
159898.SZ,医疗器械ETF招商,中证全指医疗器械指数收益率,20210527,13662.582
159891.SZ,医疗ETF建信,中证全指医疗保健设备与服务指数收益率,20210527,5276.373
159703.SZ,新材料ETF,中证新材料主题指数收益率,20210527,5377.368
159741.SZ,恒生科技ETF嘉实,恒生科技指数收益率(使用估值汇率折算),20210526,167173.612
159735.SZ,港股消费ETF银华,中证港股通消费主题指数收益率,20210525,38079.06
513130.SH,恒生科技ETF华泰柏瑞,恒生科技指数收益率(使用估值汇率折算),20210524,5038196.988
517350.SH,沪港深科技ETF广发,中证沪港深科技龙头指数收益率,20210520,3464.859
513580.SH,恒生科技ETF华安,恒生科技指数收益率(经汇率调整后),20210520,183008.131
516310.SH,银行ETF易方达,中证银行指数收益率,20210520,83031.32
513010.SH,恒生科技ETF易方达,恒生科技指数收益率(使用估值汇率折算),20210518,1450454.461
159740.SZ,恒生科技ETF大成,恒生科技指数收益率,20210518,2187054.626
513180.SH,恒生科技ETF华夏,恒生科技指数收益率(使用估值汇率折算),20210518,5500510.936
159742.SZ,恒生科技ETF博时,恒生科技指数收益率(经汇率调整后),20210517,280904.715
159888.SZ,智能汽车ETF华夏,中证智能汽车主题指数收益率,20210513,19557.593
159887.SZ,银行ETF富国,中证800银行指数收益率,20210512,81135.42
159836.SZ,创业板300ETF天弘,创业板300指数收益率,20210511,3793.018
513690.SH,港股红利ETF博时,恒生港股通高股息率指数收益率(经估值汇率调整后),20210511,178676.507
516700.SH,大数据ETF华宝,中证大数据产业指数收益率,20210511,19455.669
516360.SH,新材料ETF华宝,中证新材料主题指数收益率,20210430,5196.828
516610.SH,医疗设备ETF大成,中证全指医疗保健设备与服务指数收益率,20210429,3593.451
516590.SH,智能汽车ETF易方达,中证智能电动汽车指数收益率,20210429,5201.126
516950.SH,基建ETF银华,中证基建指数收益率,20210429,11030.036
159883.SZ,医疗器械ETF永赢,中证全指医疗器械指数收益率,20210422,88595.082
516900.SH,食品饮料ETF华安,中证申万食品饮料指数收益率,20210416,3407.011
159886.SZ,机械ETF富国,中证细分机械设备产业主题指数收益率,20210415,4347.532
516070.SH,低碳ETF易方达,中证内地低碳经济主题指数收益率,20210415,10681.317
516960.SH,机械ETF国泰,中证细分机械设备产业主题指数收益率,20210407,1414.373
516110.SH,汽车ETF国泰,中证800汽车与零部件指数收益率,20210407,25875.498
517170.SH,沪港深500ETF华夏,中证沪港深500指数收益率,20210407,2366.379
159885.SZ,碳中和ETF鹏华,中证内地低碳经济主题指数收益率,20210406,2818.513
516330.SH,物联网ETF华泰柏瑞,中证物联网主题指数收益率,20210331,2237.269
516550.SH,农业ETF嘉实,中证大农业指数收益率,20210330,12491.661
516510.SH,云计算ETF易方达,中证云计算与大数据主题指数收益率,20210329,218864.64
159890.SZ,云计算ETF招商,中证云计算与大数据主题指数收益率,20210325,53103.203
159866.SZ,日经ETF工银,日经225指数收益率(经汇率调整后),20210324,186210.341
159861.SZ,碳中和50ETF国泰,中证环保产业50指数收益率,20210319,4266.157
516670.SH,畜牧养殖ETF招商,中证畜牧养殖指数收益率,20210318,53584.208
159845.SZ,中证1000ETF华夏,中证1000指数收益率,20210318,4083625.618
513060.SH,恒生医疗ETF博时,恒生医疗保健指数收益率(经汇率调整后),20210318,380321.832
159873.SZ,医疗设备ETF,中证全指医疗保健设备与服务指数收益率,20210316,7552.559
516300.SH,中证1000ETF华泰柏瑞,中证1000指数收益率,20210315,34041.255
159876.SZ,有色ETF华宝,中证有色金属指数收益率,20210312,91668.389
159858.SZ,创新药ETF南方,中证创新药产业指数收益率,20210312,12303.167
516090.SH,新能源ETF易方达,中证新能源指数收益率,20210311,86167.166
159835.SZ,创新药ETF建信,中证创新药产业指数收益率,20210311,21870.021
159871.SZ,有色ETF银华,中证有色金属指数收益率,20210310,88131.205
516850.SH,新能源ETF华夏,中证新能源指数收益率,20210309,15426.82
516200.SH,证券ETF华安,中证全指证券公司指数收益率,20210309,10745.779
516150.SH,稀土ETF嘉实,中证稀土产业指数收益率,20210309,327013.968
159880.SZ,有色ETF鹏华,国证有色金属行业指数收益率,20210308,70486.569
516500.SH,生物科技ETF华夏,中证生物科技主题指数收益率,20210304,5728.919
159851.SZ,金融科技ETF华宝,中证金融科技主题指数收益率,20210304,632105.942
516760.SH,养殖ETF平安,中证畜牧养殖指数收益率,20210304,6221.521
159842.SZ,券商ETF,中证全指证券公司指数收益率,20210303,406079.644
516220.SH,化工ETF国泰,中证细分化工产业主题指数收益率,20210302,37069.792
516120.SH,化工ETF富国,中证细分化工产业主题指数收益率,20210301,235317.36
159865.SZ,养殖ETF国泰,中证畜牧养殖指数收益率,20210301,225170.784
516780.SH,稀土ETF华泰柏瑞,中证稀土产业指数收益率,20210226,191191.048
516020.SH,化工ETF华宝,中证细分化工产业主题指数收益率,20210226,250684.797
159869.SZ,游戏ETF华夏,中证动漫游戏指数收益率,20210225,466624.934
516770.SH,游戏ETF华泰柏瑞,中证动漫游戏指数收益率,20210225,24645.349
159867.SZ,畜牧ETF,中证畜牧养殖指数收益率,20210225,29684.074
516010.SH,游戏ETF国泰,中证动漫游戏指数收益率,20210225,82861.213
159870.SZ,化工ETF,中证细分化工产业主题指数收益率,20210223,1304232.519
159863.SZ,光伏ETF鹏华,中证光伏产业指数收益率,20210222,8523.068
516600.SH,消费服务ETF工银,中证消费服务领先指数收益率,20210209,4384.15
516520.SH,智能驾驶ETF华泰柏瑞,中证智能汽车主题指数收益率,20210209,61276.891
159855.SZ,影视ETF,中证影视主题指数收益率,20210209,19602.643
517100.SH,沪港深500ETF富国,中证沪港深500指数收益率,20210209,1784.188
159848.SZ,证券ETF国联安,中证全指证券公司指数收益率,20210209,4500.726
516180.SH,光伏ETF平安,中证光伏产业指数收益率,20210209,12207.896
516000.SH,大数据ETF华夏,中证大数据产业指数收益率,20210209,32003.844
516060.SH,创新药ETF工银,中证创新药产业指数收益率,20210209,14658.28
159849.SZ,生物科技ETF招商,中证生物科技主题指数收益率,20210208,1342.824
517000.SH,沪港深500ETF,中证沪港深500指数收益率,20210204,1236.309
159857.SZ,光伏ETF,中证光伏产业指数收益率,20210204,121641.664
517300.SH,沪港深300ETF国寿,中证沪港深300指数,20210204,3431.694
515230.SH,软件ETF国泰,中证全指软件指数收益率,20210203,276860.558
516080.SH,创新药ETF易方达,中证创新药产业指数收益率,20210203,58231.647
516660.SH,新能源车ETF华安,中证新能源汽车指数收益率,20210203,7886.466
159850.SZ,恒生国企ETF华夏,恒生中国企业指数收益率(使用估值汇率折算),20210201,9701.37
517080.SH,沪港深500ETF汇添富,中证沪港深500指数收益率,20210201,2155.148
159839.SZ,生物医药ETF汇添富,国证生物医药指数收益率,20210201,27535.007
516800.SH,智能制造ETF华宝,中证智能制造主题指数收益率,20210129,14446.138
159852.SZ,软件ETF嘉实,中证软件服务指数收益率,20210129,562105.176
159841.SZ,证券ETF,中证全指证券公司指数收益率,20210128,328945.194
513330.SH,恒生互联网ETF华夏,恒生互联网科技业指数收益率(使用估值汇率折算),20210126,2501873.633
159843.SZ,食品饮料ETF招商,国证食品饮料行业指数收益率,20210125,9123.392
517050.SH,互联网ETF华泰柏瑞,中证沪港深互联网指数收益率,20210125,5721.107
517200.SH,互联网ETF嘉实,中证沪港深互联网指数,20210125,2677.427
159856.SZ,互联网龙头ETF工银,中证沪港深互联网指数收益率,20210122,5157.829
516160.SH,新能源ETF南方,中证新能源指数收益率,20210122,368598.636
516050.SH,科技龙头ETF工银,中证科技龙头指数收益率,20210121,21827.115
515910.SH,质量ETF中金,MSCI中国A股国际质量指数收益率,20210121,6318.325
159837.SZ,生物科技ETF易方达,中证生物科技主题指数收益率,20210114,16689.08
163418.SZ,兴全合兴LOF,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,20210112,1556.676
515400.SH,大数据ETF富国,中证大数据产业指数收益率,20210107,176390.733
516880.SH,光伏ETF银华,中证光伏产业指数收益率,20210105,28243.796
515920.SH,智能消费ETF博时,中证智能消费主题指数,20201230,8362.032
515170.SH,食品饮料ETF华夏,中证细分食品饮料产业主题指数收益率,20201230,116495.645
513550.SH,港股通50ETF华泰柏瑞,中证港股通50指数收益率(使用估值汇率折算),20201230,70928.637
515710.SH,食品饮料ETF华宝,中证细分食品饮料产业主题指数收益率,20201224,30047.156
515250.SH,智能汽车ETF富国,中证智能汽车主题指数收益率,20201224,39602.427
159828.SZ,医疗ETF国泰,中证医疗指数收益率,20201224,30414.014
515290.SH,银行ETF天弘,中证银行指数收益率,20201211,39911.814
159824.SZ,新能源车ETF博时,中证新能源汽车指数收益率,20201210,8045.655
159827.SZ,农业ETF银华,中证农业主题指数,20201210,4019.35
159825.SZ,农业ETF富国,中证农业主题指数收益率,20201210,110074.01
515790.SH,光伏ETF华泰柏瑞,中证光伏产业指数收益率,20201207,610909.467
515120.SH,创新药ETF广发,中证创新药产业指数,20201203,365247.917
515320.SH,电子50ETF华安,中证电子50指数收益率,20201125,16689.054
513300.SH,纳斯达克ETF华夏,估值汇率调整后的纳斯达克100指数收益,20201022,715777.605
501207.SH,华夏创新未来LOF,中证800指数收益率*70%+上证国债指数收益率*20%+经汇率调整的恒生指数收益率*10%,20201013,2059.102
501206.SH,添富创新未来LOF,中证800指数收益率*55%+恒生指数收益率(使用估值汇率折算)*25%+中债综合指数收益率*20%,20201013,684.047
501208.SH,中欧创新未来LOF,中证800指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率*10%,20201009,3730.23
501205.SH,鹏华创新未来LOF,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),20200930,12143.871
159821.SZ,创业板ETF中银证券,创业板指数收益率,20200929,6190.933
501203.SH,易基创新未来LOF,中证800指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,20200929,2526.673
159822.SZ,新经济ETF银华,标普中国新经济行业(A股上限)指数收益率,20200929,12153.053
588000.SH,科创50ETF华夏,上证科创板50成份指数收益率,20200928,7667042.667
588090.SH,科创50ETF华泰柏瑞,上证科创板50成份指数收益率,20200928,463325.198
588050.SH,科创50ETF工银,上证科创板50成份指数收益率,20200928,653059.554
588080.SH,科创50ETF易方达,上证科创板50成份指数收益率,20200928,2575731.133
162720.SZ,广发创业板定开,创业板指数收益率*80%+中债综合财富(总值)指数收益率*20%,20200924,2155.267
515530.SH,中证500ETF泰康,中证500指数收益率,20200918,3139.125
515760.SH,浙江国资ETF华夏,中证浙江国资创新发展指数收益率,20200917,1554.767
510370.SH,沪深300ETF兴业,沪深300指数收益率,20200911,7246.097
160529.SZ,创业板博时定开,创业板综合指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,20200903,123.336
160143.SZ,创业板定开南方,创业板指数收益率*60%+中债总指数收益率*30%+中证港股通综合指数收益率*10%,20200901,503.565
518890.SH,上海金ETF中银,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,20200828,57847.781
502056.SH,医疗基金LOF,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,20200826,218.844
510760.SH,上证指数ETF国泰,上证综合指数收益率,20200821,129411.438
161914.SZ,创业板2年定开,创业板综合指数收益率*80%+中债综合指数收益率*20%,20200814,940.579
161121.SZ,银行LOF易方达,中证银行指数收益率*95%+活期存款利率(税后)*5%,20200807,59.713
159820.SZ,中证500ETF天弘,中证500指数收益率,20200807,14202.126
518860.SH,上海金ETF建信,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价的收益率,20200805,31648.807
159808.SZ,创100ETF融通,创业板指数收益率,20200805,2349.08
513990.SH,港股通ETF招商,上证港股通指数收益率,20200803,38098.418
506001.SH,万家科创板,中国战略新兴产业成份指数收益率*75%+中债综合指数收益率*25%,20200803,3023.999
511360.SH,短融ETF海富通,中证短融指数收益率,20200803,44587116.117
159816.SZ,0-4地债ETF,中证0-4年期地方政府债指数收益率,20200730,3102093.051
506003.SH,富国科创板,中国战略新兴产业成份指数收益率*70%+中债综合全价指数收益率*20%+恒生港股通指数收益率(使用估值汇率折算)*10%,20200729,8383.051
506005.SH,科创板博时,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,20200729,30531.679
506006.SH,汇添富科创板,上证科创板50成份指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,20200728,6083.054
506000.SH,科创板基金,上证科创板50成份指数收益率*65%+中债总指数收益率*30%+中证港股通综合指数(人民币)收益率*5%,20200728,25571.932
506002.SH,易方达科创板,上证科创板50成份指数收益率*80%+中债总指数收益率*15%+中证港股通综合指数收益率*5%,20200728,13929.702
159819.SZ,人工智能ETF易方达,中证人工智能主题指数收益率,20200727,1015558.326
160325.SZ,华夏创业板定开,创业板指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率调整)*10%,20200724,963.382
501202.SH,华泰创新先锋LOF,沪深300指数收益率*60%+中债综合指数收益率*40%,20200717,207.798
515260.SH,电子ETF华宝,中证电子50指数收益率,20200717,35324.94
166027.SZ,中欧创业定开,创业板指数收益率*70%+中证短债指数收益率*20%+中证港股通指数收益率*10%,20200716,1158.017
160926.SZ,创业板定开,创业板综合指数收益率*60%+中债综合全价指数收益率*30%+恒生综合指数收益率*10%,20200716,573.702
161040.SZ,创业富国定开,创业板指数收益率*55%+中债综合全价指数收益率*40%+恒生指数收益率(使用估值汇率折算)*5%,20200714,454.894
511180.SH,可转债ETF海富通,上证投资级可转债及可交换债券指数收益率,20200713,2518858.307
518600.SH,金ETF广发,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,20200708,0.0
518680.SH,金ETF富国,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,20200706,0.0
510570.SH,中证500ETF兴业,中证500指数收益率,20200630,0.0
515560.SH,证券ETF建信,中证全指证券公司指数,20200629,0.0
159814.SZ,创业大盘ETF西部利得,创业板大盘指数收益率,20200619,0.0
159810.SZ,创业板ETF浦银,创业板指数收益率,20200612,0.0
513080.SH,法国ETF华安,法国CAC40指数收益率(经汇率调整后),20200529,0.0
515100.SH,红利低波100ETF,中证红利低波动100指数收益率,20200522,0.0
501200.SH,科创加银LOF,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生互联网科技业指数收益率*10%,20200515,0.0
515770.SH,MSCI中国A股ETF摩根,MSCI中国A股人民币指数收益率,20200513,0.0
515190.SH,中证500ETF中银证券,中证500指数收益率,20200430,0.0
167508.SZ,安信价值发现定开,沪深300指数收益率*70%+中债总指数(全价)收益率*25%+恒生指数收益率*5%,20200430,0.0
159812.SZ,黄金ETF前海开源,上海黄金交易所Au99.99现货实盘合约收益率,20200429,0.0
515960.SH,医药ETF嘉实,中证医药健康100策略指数收益率,20200424,0.0
518660.SH,黄金ETF工银,上海黄金交易所Au99.99现货实盘合约收盘价收益率,20200424,0.0
159813.SZ,半导体ETF,国证半导体芯片指数收益率,20200417,0.0
518850.SH,黄金ETF华夏,上海黄金交易所黄金现货实盘合约Au99.99价格收益率,20200413,0.0
501099.SH,平安新兴产业LOF,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*20%+恒生指数收益率(经汇率估值调整)*15%,20200410,0.0
510200.SH,上证券商ETF汇安,上证证券行业指数,20200409,0.0
515130.SH,沪深300ETF博时,沪深300指数收益率,20200403,0.0
168701.SZ,金融科技LOF,国证香蜜湖金融科技指数收益率*95%+人民币银行活期存款利率(税后)*5%,20200403,0.0
159811.SZ,5GETF博时,中证5G产业50指数收益率,20200327,0.0
164508.SZ,国富中证A100LOF,中证100指数收益率*95%+银行同业存款利率*5%,20200327,0.0
501098.SH,科创建信LOF,中国战略新兴产业成份指数收益率*50%+中证综合债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,20200326,0.0
501097.SH,科创国寿LOF,中证500指数收益率*70%+中证全债指数收益率*30%,20200326,0.0
159991.SZ,创业板大盘ETF招商,创业板大盘指数收益率,20200320,0.0
160527.SZ,博时研究优选LOF,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,20200320,0.0
501096.SH,国联安科创LOF,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,20200320,0.0
515890.SH,红利ETF博时,中证红利指数收益率,20200320,0.0
159998.SZ,计算机ETF,中证计算机主题指数收益率,20200320,0.0
159992.SZ,创新药ETF,中证创新药产业指数,20200320,0.0
515950.SH,医药50ETF富国,中证医药50指数收益率,20200316,0.0
159807.SZ,科技ETF易方达,中证科技50指数收益率,20200316,0.0
513090.SH,香港证券ETF易方达,中证香港证券投资主题指数收益率(使用估值汇率折算),20200313,0.0
501095.SH,中银证券科技创新LOF,中国战略新兴产业成份指数收益率*80%+中债综合全价指数收益率*20%,20200312,0.0
159806.SZ,新能源车ETF国泰,中证新能源汽车指数收益率,20200310,0.0
159805.SZ,传媒ETF,中证传媒指数收益率,20200306,0.0
501093.SH,华夏翔阳LOF,中证800指数收益率*50%+中债综合指数收益率*30%+经汇率调整的恒生指数收益率*20%,20200306,0.0
511380.SH,可转债ETF博时,中证可转债及可交换债券指数收益率,20200306,0.0
159804.SZ,创中盘88ETF国寿,国证创业板中盘精选88指数,20200304,0.0
515630.SH,证券保险ETF鹏华,中证800证券保险指数收益率,20200228,0.0
159996.SZ,家电ETF国泰,中证全指家用电器指数收益率,20200227,0.0
159997.SZ,电子ETF,中证电子指数收益率,20200227,0.0
