ts_code,date,pre_close,open,high,low,close,change,pct_chg,volume,amount
159650.SZ,20240102,102.784,102.777,102.777,102.664,102.673,-0.111,-0.108,270825.32,2780704.384
159650.SZ,20240103,102.673,102.665,102.675,102.602,102.61,-0.063,-0.0614,225248.64,2311640.054
159650.SZ,20240104,102.61,102.608,102.655,102.608,102.636,0.026,0.0253,171814.24,1763654.739
159650.SZ,20240105,102.636,102.643,102.679,102.641,102.664,0.028,0.0273,219883.4,2257189.488
159650.SZ,20240108,102.664,102.664,102.7,102.63,102.634,-0.03,-0.0292,147925.63,1518390.772
159650.SZ,20240109,102.634,102.65,102.703,102.65,102.685,0.051,0.0497,66207.67,679899.108
159650.SZ,20240110,102.685,102.7,102.724,102.648,102.677,-0.008,-0.0078,80326.72,824753.085
159650.SZ,20240111,102.677,102.699,102.705,102.668,102.699,0.022,0.0214,119300.37,1225064.382
159650.SZ,20240112,102.699,102.736,102.736,102.691,102.713,0.014,0.0136,158944.11,1632424.154
159650.SZ,20240115,102.713,102.715,102.761,102.715,102.75,0.037,0.036,110339.4,1133602.285
159650.SZ,20240116,102.75,102.7,102.743,102.7,102.72,-0.03,-0.0292,186263.0,1913522.38
159650.SZ,20240117,102.72,102.692,102.755,102.692,102.755,0.035,0.0341,246301.77,2530294.339
159650.SZ,20240118,102.755,102.739,102.78,102.72,102.76,0.005,0.0049,113832.65,1169907.287
159650.SZ,20240119,102.76,102.758,102.835,102.758,102.826,0.066,0.0642,128208.0,1317951.42
159650.SZ,20240122,102.826,102.859,102.879,102.845,102.855,0.029,0.0282,133416.3,1372372.877
159650.SZ,20240123,102.855,102.873,102.873,102.83,102.857,0.002,0.0019,130090.7,1337989.219
159650.SZ,20240124,102.857,102.85,102.85,102.811,102.837,-0.02,-0.0194,130700.0,1344047.689
159650.SZ,20240125,102.837,102.867,102.896,102.866,102.891,0.054,0.0525,141785.0,1458703.38
159650.SZ,20240126,102.891,102.887,102.921,102.88,102.921,0.03,0.0292,111725.0,1149666.046
159650.SZ,20240129,102.921,102.9,102.948,102.9,102.936,0.015,0.0146,45806.0,471475.589
159650.SZ,20240130,102.936,102.942,103.017,102.94,103.008,0.072,0.0699,157975.3,1627208.566
159650.SZ,20240131,103.008,103.025,103.027,102.998,103.008,0.0,0.0,94310.3,971408.3
159650.SZ,20240201,103.008,103.012,103.014,102.985,102.999,-0.009,-0.0087,149504.0,1539856.879
159650.SZ,20240202,102.999,102.999,103.007,102.996,103.0,0.001,0.001,114768.0,1182149.501
159650.SZ,20240205,103.0,103.005,103.049,102.983,102.988,-0.012,-0.0117,189226.0,1949373.322
159650.SZ,20240206,102.988,102.987,102.993,102.949,102.95,-0.038,-0.0369,156602.0,1612738.777
159650.SZ,20240207,102.95,102.974,102.975,102.938,102.972,0.022,0.0214,149154.85,1535749.287
159650.SZ,20240208,102.972,103.032,103.114,103.031,103.082,0.11,0.1068,91069.0,938455.321
159650.SZ,20240219,103.082,103.04,103.099,103.014,103.098,0.016,0.0155,94205.0,970986.505
159650.SZ,20240220,103.098,103.105,103.205,103.102,103.2,0.102,0.0989,113046.0,1166247.857
159650.SZ,20240221,103.2,103.181,103.243,103.181,103.211,0.011,0.0107,146919.2,1516544.13
159650.SZ,20240222,103.211,103.215,103.252,103.212,103.241,0.03,0.0291,79645.0,822215.212
159650.SZ,20240223,103.241,103.265,103.319,103.265,103.304,0.063,0.061,107032.0,1105731.361
159650.SZ,20240226,103.304,103.312,103.316,103.27,103.308,0.004,0.0039,173126.3,1788325.394
159650.SZ,20240227,103.308,103.308,103.343,103.287,103.312,0.004,0.0039,210264.1,2172711.121
