ts_code,date,pre_close,open,high,low,close,change,pct_chg,volume,amount,adj_factor
159731.SZ,2024-01-02,0.648,0.658,0.658,0.645,0.645,-0.003,-0.463,3259.0,210.77,1.0
159731.SZ,2024-01-03,0.645,0.645,0.652,0.645,0.65,0.005,0.7752,10971.0,714.102,1.0
159731.SZ,2024-01-04,0.65,0.658,0.659,0.645,0.648,-0.002,-0.3077,14841.0,965.074,1.0
159731.SZ,2024-01-05,0.648,0.642,0.651,0.64,0.641,-0.007,-1.0802,15736.0,1019.936,1.0
159731.SZ,2024-01-08,0.641,0.641,0.642,0.632,0.635,-0.006,-0.936,8482.0,538.05,1.0
159731.SZ,2024-01-09,0.635,0.628,0.634,0.628,0.631,-0.004,-0.6299,2412.0,151.822,1.0
159731.SZ,2024-01-10,0.631,0.63,0.634,0.629,0.631,0.0,0.0,1241.0,78.369,1.0
159731.SZ,2024-01-11,0.631,0.624,0.63,0.62,0.625,-0.006,-0.9509,2615.0,163.035,1.0
159731.SZ,2024-01-12,0.625,0.62,0.628,0.62,0.624,-0.001,-0.16,19647.0,1228.685,1.0
159731.SZ,2024-01-15,0.624,0.619,0.624,0.619,0.62,-0.004,-0.641,9062.0,562.421,1.0
159731.SZ,2024-01-16,0.62,0.618,0.621,0.613,0.619,-0.001,-0.1613,11525.0,709.6,1.0
159731.SZ,2024-01-17,0.619,0.615,0.617,0.607,0.607,-0.012,-1.9386,8528.0,522.984,1.0
159731.SZ,2024-01-18,0.607,0.603,0.619,0.589,0.611,0.004,0.659,4654.04,276.422,1.0
159731.SZ,2024-01-19,0.611,0.603,0.611,0.603,0.609,-0.002,-0.3273,8195.0,498.261,1.0
159731.SZ,2024-01-22,0.609,0.599,0.606,0.586,0.589,-0.02,-3.2841,23932.0,1438.24,1.0
159731.SZ,2024-01-23,0.589,0.589,0.598,0.583,0.597,0.008,1.3582,4514.0,264.174,1.0
159731.SZ,2024-01-24,0.597,0.594,0.603,0.589,0.603,0.006,1.005,11385.0,681.807,1.0
159731.SZ,2024-01-25,0.603,0.605,0.628,0.605,0.628,0.025,4.1459,23279.0,1439.698,1.0
159731.SZ,2024-01-26,0.628,0.63,0.634,0.626,0.632,0.004,0.6369,29937.0,1885.953,1.0
159731.SZ,2024-01-29,0.632,0.645,0.645,0.626,0.627,-0.005,-0.7911,7624.0,482.102,1.0
159731.SZ,2024-01-30,0.627,0.632,0.632,0.619,0.62,-0.007,-1.1164,5141.0,320.078,1.0
159731.SZ,2024-01-31,0.62,0.625,0.63,0.605,0.609,-0.011,-1.7742,196877.0,11992.511,1.0
159731.SZ,2024-02-01,0.609,0.599,0.611,0.599,0.602,-0.007,-1.1494,18219.0,1105.069,1.0
159731.SZ,2024-02-02,0.602,0.604,0.606,0.581,0.596,-0.006,-0.9967,35886.0,2164.686,1.0
159731.SZ,2024-02-05,0.596,0.6,0.602,0.58,0.595,-0.001,-0.1678,46477.2,2743.869,1.0
159731.SZ,2024-02-06,0.595,0.583,0.623,0.583,0.619,0.024,4.0336,17089.0,1052.145,1.0
159731.SZ,2024-02-07,0.619,0.629,0.643,0.624,0.643,0.024,3.8772,13752.0,869.421,1.0
159731.SZ,2024-02-08,0.643,0.654,0.657,0.64,0.647,0.004,0.6221,10338.0,674.266,1.0
159731.SZ,2024-02-19,0.647,0.658,0.658,0.645,0.655,0.008,1.2365,3202.0,208.726,1.0
159731.SZ,2024-02-20,0.655,0.663,0.663,0.654,0.657,0.002,0.3053,1822.0,119.739,1.0
159731.SZ,2024-02-21,0.657,0.67,0.672,0.649,0.664,0.007,1.0654,3854.0,256.399,1.0
159731.SZ,2024-02-22,0.664,0.653,0.671,0.653,0.67,0.006,0.9036,7884.0,523.422,1.0
159731.SZ,2024-02-23,0.67,0.687,0.687,0.666,0.67,0.0,0.0,7844.0,526.349,1.0
159731.SZ,2024-02-26,0.67,0.667,0.673,0.663,0.663,-0.007,-1.0448,6369.0,425.698,1.0
159731.SZ,2024-02-27,0.663,0.664,0.672,0.663,0.672,0.009,1.3575,1092.0,72.813,1.0
159731.SZ,2024-02-28,0.672,0.667,0.679,0.666,0.667,-0.005,-0.744,3661.0,245.856,1.0
159731.SZ,2024-02-29,0.667,0.658,0.678,0.658,0.678,0.011,1.6492,2048.0,137.566,1.0
159731.SZ,2024-03-01,0.678,0.678,0.68,0.676,0.679,0.001,0.1475,3513.0,238.311,1.0
159731.SZ,2024-03-04,0.679,0.674,0.683,0.674,0.68,0.001,0.1473,7941.02,539.877,1.0
159731.SZ,2024-03-05,0.68,0.676,0.68,0.676,0.68,0.0,0.0,2955.37,199.935,1.0
159731.SZ,2024-03-06,0.68,0.673,0.682,0.673,0.678,-0.002,-0.2941,2181.0,147.84,1.0
159731.SZ,2024-03-07,0.678,0.681,0.69,0.681,0.683,0.005,0.7375,8008.36,549.098,1.0
159731.SZ,2024-03-08,0.683,0.7,0.7,0.681,0.689,0.006,0.8785,5365.0,368.889,1.0
159731.SZ,2024-03-11,0.689,0.688,0.69,0.684,0.69,0.001,0.1451,5144.0,353.093,1.0
159731.SZ,2024-03-12,0.69,0.685,0.689,0.679,0.683,-0.007,-1.0145,3289.0,224.788,1.0
159731.SZ,2024-03-13,0.683,0.678,0.683,0.676,0.681,-0.002,-0.2928,4748.0,322.916,1.0
159731.SZ,2024-03-14,0.681,0.676,0.687,0.676,0.679,-0.002,-0.2937,4787.0,326.746,1.0
159731.SZ,2024-03-15,0.679,0.676,0.688,0.673,0.687,0.008,1.1782,9518.0,650.244,1.0
159731.SZ,2024-03-18,0.687,0.682,0.691,0.682,0.69,0.003,0.4367,1289.01,88.624,1.0
159731.SZ,2024-03-19,0.69,0.698,0.698,0.688,0.689,-0.001,-0.1449,3748.0,259.562,1.0
159731.SZ,2024-03-20,0.689,0.689,0.693,0.689,0.69,0.001,0.1451,2868.0,197.985,1.0
159731.SZ,2024-03-21,0.69,0.689,0.689,0.684,0.684,-0.006,-0.8696,26941.4,1850.014,1.0
159731.SZ,2024-03-22,0.684,0.681,0.687,0.675,0.676,-0.008,-1.1696,2973.0,202.067,1.0
159731.SZ,2024-03-25,0.676,0.672,0.683,0.672,0.675,-0.001,-0.1479,3733.0,252.764,1.0
159731.SZ,2024-03-26,0.675,0.672,0.684,0.672,0.683,0.008,1.1852,26678.0,1813.175,1.0
159731.SZ,2024-03-27,0.683,0.683,0.685,0.677,0.682,-0.001,-0.1464,17037.0,1157.745,1.0
159731.SZ,2024-03-28,0.682,0.676,0.682,0.673,0.678,-0.004,-0.5865,5306.0,358.673,1.0
159731.SZ,2024-03-29,0.678,0.687,0.698,0.687,0.697,0.019,2.8024,12693.0,881.064,1.0
159731.SZ,2024-04-01,0.697,0.707,0.709,0.696,0.708,0.011,1.5782,8347.0,588.68,1.0
159731.SZ,2024-04-02,0.708,0.71,0.718,0.709,0.718,0.01,1.4124,9589.0,684.992,1.0
159731.SZ,2024-04-03,0.718,0.74,0.74,0.714,0.723,0.005,0.6964,21794.0,1570.371,1.0
159731.SZ,2024-04-08,0.723,0.735,0.74,0.715,0.718,-0.005,-0.6916,69961.0,5053.631,1.0
159731.SZ,2024-04-09,0.718,0.732,0.733,0.714,0.717,-0.001,-0.1393,26490.0,1902.703,1.0
159731.SZ,2024-04-10,0.717,0.717,0.721,0.715,0.718,0.001,0.1395,7280.0,522.52,1.0
159731.SZ,2024-04-11,0.718,0.708,0.724,0.708,0.721,0.003,0.4178,7393.0,527.962,1.0
159731.SZ,2024-04-12,0.721,0.74,0.74,0.711,0.716,-0.005,-0.6935,15988.0,1143.148,1.0
159731.SZ,2024-04-15,0.716,0.708,0.732,0.708,0.729,0.013,1.8156,12122.0,880.883,1.0
159731.SZ,2024-04-16,0.729,0.727,0.732,0.716,0.716,-0.013,-1.7833,28683.0,2085.057,1.0
159731.SZ,2024-04-17,0.716,0.712,0.727,0.712,0.727,0.011,1.5363,9890.0,710.48,1.0
159731.SZ,2024-04-18,0.727,0.722,0.731,0.721,0.724,-0.003,-0.4127,7526.0,545.105,1.0
159731.SZ,2024-04-19,0.724,0.722,0.741,0.72,0.736,0.012,1.6575,16653.0,1226.846,1.0
159731.SZ,2024-04-22,0.736,0.748,0.748,0.726,0.726,-0.01,-1.3587,24426.0,1792.24,1.0
