ts_code,date,pre_close,open,high,low,close,change,pct_chg,volume,amount,adj_factor
159796.SZ,2024-01-02,0.584,0.585,0.585,0.57,0.571,-0.013,-2.226,266699.0,15357.114,1.0
159796.SZ,2024-01-03,0.571,0.57,0.572,0.563,0.569,-0.002,-0.3503,375375.0,21285.584,1.0
159796.SZ,2024-01-04,0.569,0.568,0.568,0.554,0.559,-0.01,-1.7575,405546.0,22672.909,1.0
159796.SZ,2024-01-05,0.559,0.557,0.57,0.546,0.549,-0.01,-1.7889,306348.0,17184.794,1.0
159796.SZ,2024-01-08,0.549,0.549,0.554,0.54,0.544,-0.005,-0.9107,428885.0,23481.989,1.0
159796.SZ,2024-01-09,0.544,0.544,0.554,0.534,0.545,0.001,0.1838,364860.0,19754.921,1.0
159796.SZ,2024-01-10,0.545,0.539,0.561,0.536,0.551,0.006,1.1009,462819.0,25348.238,1.0
159796.SZ,2024-01-11,0.551,0.548,0.574,0.548,0.568,0.017,3.0853,488560.0,27288.328,1.0
159796.SZ,2024-01-12,0.568,0.567,0.578,0.564,0.567,-0.001,-0.1761,434122.0,24738.609,1.0
159796.SZ,2024-01-15,0.567,0.564,0.565,0.555,0.558,-0.009,-1.5873,479474.0,26864.644,1.0
159796.SZ,2024-01-16,0.558,0.558,0.568,0.552,0.563,0.005,0.8961,371962.0,20886.845,1.0
159796.SZ,2024-01-17,0.563,0.564,0.564,0.545,0.549,-0.014,-2.4867,417982.0,23125.772,1.0
159796.SZ,2024-01-18,0.549,0.548,0.554,0.537,0.553,0.004,0.7286,496548.0,27041.952,1.0
159796.SZ,2024-01-19,0.553,0.553,0.565,0.545,0.546,-0.007,-1.2658,483635.0,26879.831,1.0
159796.SZ,2024-01-22,0.546,0.545,0.545,0.52,0.525,-0.021,-3.8462,495001.01,26336.202,1.0
159796.SZ,2024-01-23,0.525,0.523,0.536,0.515,0.527,0.002,0.381,465776.0,24411.675,1.0
159796.SZ,2024-01-24,0.527,0.532,0.532,0.506,0.523,-0.004,-0.759,395445.0,20479.774,1.0
159796.SZ,2024-01-25,0.523,0.517,0.529,0.509,0.529,0.006,1.1472,478103.0,24706.75,1.0
159796.SZ,2024-01-26,0.529,0.527,0.527,0.513,0.515,-0.014,-2.6465,437020.0,22782.788,1.0
159796.SZ,2024-01-29,0.515,0.516,0.516,0.491,0.491,-0.024,-4.6602,457265.0,22882.707,1.0
159796.SZ,2024-01-30,0.491,0.49,0.498,0.477,0.48,-0.011,-2.2403,432769.0,21184.582,1.0
159796.SZ,2024-01-31,0.48,0.479,0.49,0.469,0.472,-0.008,-1.6667,443484.0,21343.797,1.0
159796.SZ,2024-02-01,0.472,0.471,0.479,0.464,0.469,-0.003,-0.6356,452538.0,21278.966,1.0
159796.SZ,2024-02-02,0.469,0.469,0.471,0.439,0.454,-0.015,-3.1983,674934.0,30893.522,1.0
159796.SZ,2024-02-05,0.454,0.45,0.455,0.422,0.442,-0.012,-2.6432,473692.0,20876.289,1.0
159796.SZ,2024-02-06,0.442,0.432,0.476,0.432,0.476,0.034,7.6923,858541.05,39056.007,1.0
159796.SZ,2024-02-07,0.476,0.476,0.497,0.476,0.495,0.019,3.9916,566900.0,27820.053,1.0
159796.SZ,2024-02-08,0.495,0.497,0.515,0.497,0.505,0.01,2.0202,547044.09,27806.429,1.0
159796.SZ,2024-02-19,0.505,0.505,0.51,0.495,0.499,-0.006,-1.1881,450847.0,22531.109,1.0
159796.SZ,2024-02-20,0.499,0.499,0.499,0.485,0.494,-0.005,-1.002,488589.0,23903.472,1.0
159796.SZ,2024-02-21,0.494,0.493,0.514,0.489,0.504,0.01,2.0243,470056.0,23516.998,1.0
159796.SZ,2024-02-22,0.504,0.5,0.508,0.499,0.505,0.001,0.1984,314626.0,15824.05,1.0
159796.SZ,2024-02-23,0.505,0.505,0.511,0.5,0.509,0.004,0.7921,304026.0,15436.319,1.0
159796.SZ,2024-02-26,0.509,0.509,0.516,0.505,0.51,0.001,0.1965,205105.02,10464.087,1.0
159796.SZ,2024-02-27,0.51,0.508,0.518,0.505,0.518,0.008,1.5686,261579.0,13365.083,1.0
159796.SZ,2024-02-28,0.518,0.519,0.539,0.507,0.507,-0.011,-2.1236,436218.09,22973.925,1.0
159796.SZ,2024-02-29,0.507,0.509,0.527,0.505,0.526,0.019,3.7475,348177.0,18013.533,1.0
159796.SZ,2024-03-01,0.526,0.525,0.533,0.521,0.531,0.005,0.9506,381013.0,20108.608,1.0
159796.SZ,2024-03-04,0.531,0.528,0.537,0.526,0.529,-0.002,-0.3766,303491.0,16127.979,1.0
159796.SZ,2024-03-05,0.529,0.527,0.527,0.518,0.523,-0.006,-1.1342,218624.0,11401.552,1.0
159796.SZ,2024-03-06,0.523,0.52,0.538,0.517,0.529,0.006,1.1472,457497.0,24044.425,1.0
159796.SZ,2024-03-07,0.529,0.529,0.53,0.515,0.516,-0.013,-2.4575,256153.0,13382.976,1.0
159796.SZ,2024-03-08,0.516,0.515,0.524,0.514,0.523,0.007,1.3566,250243.0,13015.64,1.0
