ts_code,ann_date,end_date,n_income,basic_eps
301021.SZ,20230428,20230331,-5195591.79,-0.0327
301021.SZ,20230830,20230630,-5298844.25,-0.0334
301021.SZ,20231028,20230930,-6788650.96,-0.0414
301021.SZ,20240413,20231231,-5342841.85,-0.0297
301021.SZ,20240429,20240331,-14665023.42,-0.0948
301021.SZ,20240828,20240630,-7786658.36,-0.0431
301021.SZ,20241028,20240930,-1524459.35,0.0057
301021.SZ,20250425,20241231,17798878.3,0.1445
301021.SZ,20250429,20250331,-7511248.82,-0.0455
301021.SZ,20250829,20250630,6882860.49,0.0558
301021.SZ,20251030,20250930,20211764.84,0.1459
301021.SZ,20260425,20251231,46867802.13,0.3194
301021.SZ,20260427,20260331,10548575.6,0.0755
