ts_code,ann_date,end_date,n_income,basic_eps
600028.SH,20230428,20230331,22864000000.0,0.168
600028.SH,20230828,20230630,40476000000.0,0.293
600028.SH,20231027,20230930,61754000000.0,0.442
600028.SH,20240325,20231231,70046000000.0,0.505
600028.SH,20240429,20240331,21360000000.0,0.153
600028.SH,20240826,20240630,40937000000.0,0.296
600028.SH,20241029,20240930,50798000000.0,0.366
600028.SH,20250324,20241231,57547000000.0,0.415
600028.SH,20250429,20250331,14506000000.0,0.109
600028.SH,20250822,20250630,23560000000.0,0.177
600028.SH,20251030,20250930,34033000000.0,0.247
600028.SH,20260323,20251231,35250000000.0,0.262
600028.SH,20260429,20260331,19614000000.0,0.141
