ts_code,ann_date,end_date,n_income,basic_eps
920578.BJ,20230831,20230630,17014429.04,0.28
920578.BJ,20231027,20230930,11581841.47,0.18
920578.BJ,20240430,20231231,24659648.89,0.36
920578.BJ,20240430,20240331,-6723794.01,-0.09
920578.BJ,20240830,20240630,-5737976.62,-0.08
920578.BJ,20241030,20240930,-5413555.88,-0.07
920578.BJ,20250426,20241231,-1150350.22,-0.02
920578.BJ,20250426,20250331,1821654.96,0.02
920578.BJ,20250828,20250630,3642321.07,0.05
920578.BJ,20251029,20250930,2058125.31,0.03
920578.BJ,20260429,20251231,-2146336.61,-0.03
920578.BJ,20260429,20260331,-1059391.45,-0.01
