ts_code,ann_date,end_date,n_income,basic_eps
300928.SZ,20230427,20230331,4633926.52,0.072
300928.SZ,20230828,20230630,-291768.78,0.01
300928.SZ,20231028,20230930,-9388185.8,-0.11
300928.SZ,20240419,20231231,-39223188.06,-0.51
300928.SZ,20240426,20240331,-9565406.21,-0.1214
300928.SZ,20240802,20240630,-25880589.91,-0.35
300928.SZ,20241030,20240930,-35585076.58,-0.49
300928.SZ,20250425,20241231,-69196137.73,-0.95
300928.SZ,20250425,20250331,-21053940.7,-0.2768
300928.SZ,20250828,20250630,-34999967.82,-0.48
300928.SZ,20251029,20250930,-54974075.19,-0.73
300928.SZ,20260424,20251231,-117100946.41,-1.52
300928.SZ,20260424,20260331,-16582255.03,-0.2233
