ts_code,ann_date,end_date,n_income,basic_eps
002606.SZ,20230427,20230331,20089609.83,0.0474
002606.SZ,20230815,20230630,35548768.17,0.0832
002606.SZ,20231030,20230930,37576629.0,0.0882
002606.SZ,20240425,20231231,51292880.29,0.12
002606.SZ,20240425,20240331,10909201.65,0.0247
002606.SZ,20240823,20240630,78940764.58,0.1809
002606.SZ,20241030,20240930,155324528.09,0.3565
002606.SZ,20250425,20241231,209403436.72,0.48
002606.SZ,20250425,20250331,19855860.35,0.05
002606.SZ,20250827,20250630,46539559.77,0.11
002606.SZ,20251029,20250930,115782302.59,0.27
002606.SZ,20260423,20251231,211862500.2,0.49
002606.SZ,20260423,20260331,59594861.06,0.14
