ts_code,ann_date,end_date,n_income,basic_eps
920019.BJ,20230831,20230630,35557215.71,0.23
920019.BJ,20240913,20231231,66202880.13,0.44
920019.BJ,20240518,20240331,17183622.86,0.11
920019.BJ,20240821,20240630,43106909.94,0.28
920019.BJ,20241030,20240930,54378298.59,0.35
920019.BJ,20250430,20241231,71671046.21,0.43
920019.BJ,20250430,20250331,21129204.96,0.1
920019.BJ,20250827,20250630,44709818.16,0.21
920019.BJ,20251029,20250930,45622785.5,0.217
920019.BJ,20260429,20251231,40340411.31,0.19
920019.BJ,20260429,20260331,16708452.01,0.08
