ts_code,ann_date,end_date,n_income,basic_eps
301502.SZ,20240116,20230630,34013391.12,0.7948
301502.SZ,20240116,20230930,48065309.41,1.1231
301502.SZ,20240427,20231231,65334390.13,1.5265
301502.SZ,20240429,20240331,7800178.44,0.1724
301502.SZ,20240828,20240630,20447475.35,0.3906
301502.SZ,20241023,20240930,25203970.09,0.4673
301502.SZ,20250421,20241231,33644277.57,0.6
301502.SZ,20250428,20250331,7867033.66,0.14
301502.SZ,20250826,20250630,16922239.88,0.2964
301502.SZ,20251029,20250930,24596005.55,0.4309
301502.SZ,20260429,20251231,21269153.31,0.3734
301502.SZ,20260429,20260331,9203230.93,0.16
