ts_code,ann_date,end_date,n_income,basic_eps
920953.BJ,20230427,20230331,-657987.58,-0.01
920953.BJ,20230801,20230630,9571554.39,0.14
920953.BJ,20231031,20230930,18631071.1,0.28
920953.BJ,20240427,20231231,55848967.79,0.72
920953.BJ,20240427,20240331,2576606.04,0.03
920953.BJ,20240828,20240630,11695826.22,0.13
920953.BJ,20241031,20240930,26440911.97,0.29
920953.BJ,20250424,20241231,61454802.18,0.67
920953.BJ,20250429,20250331,7512052.32,0.08
920953.BJ,20250823,20250630,17979785.88,0.2
920953.BJ,20251031,20250930,33701146.97,0.32
920953.BJ,20260422,20251231,67274458.96,0.52
920953.BJ,20260430,20260331,893880.27,0.01
