ts_code,ann_date,end_date,n_income,basic_eps
920896.BJ,20230427,20230331,7355827.55,0.1
920896.BJ,20230829,20230630,16925682.57,0.2
920896.BJ,20231031,20230930,33085864.94,0.37
920896.BJ,20240427,20231231,38717074.31,0.42
920896.BJ,20240427,20240331,7582817.26,0.07
920896.BJ,20240829,20240630,13902821.47,0.14
920896.BJ,20241030,20240930,21676938.47,0.21
920896.BJ,20250429,20241231,35372590.56,0.35
920896.BJ,20250429,20250331,13758285.9,0.14
920896.BJ,20250827,20250630,28632038.0,0.28
920896.BJ,20251029,20250930,45716657.94,0.45
920896.BJ,20260423,20251231,61268828.71,0.61
920896.BJ,20260423,20260331,13978590.98,0.14
