ts_code,ann_date,end_date,n_income,basic_eps
002265.SZ,20230428,20230331,111069787.01,0.12
002265.SZ,20230824,20230630,170191974.62,0.17
002265.SZ,20231027,20230930,192105514.17,0.19
002265.SZ,20240418,20231231,292566118.61,0.29
002265.SZ,20240418,20240331,23640843.35,0.02
002265.SZ,20240828,20240630,91369195.97,0.09
002265.SZ,20241028,20240930,185679359.31,0.18
002265.SZ,20250424,20241231,264722627.42,0.25
002265.SZ,20250424,20250331,34865320.96,0.03
002265.SZ,20250822,20250630,49905384.8,0.05
002265.SZ,20251029,20250930,30472587.93,0.03
002265.SZ,20260423,20251231,234036307.28,0.23
002265.SZ,20260423,20260331,34572606.29,0.03
