ts_code,ann_date,end_date,n_income,basic_eps
920810.BJ,20230425,20230331,7684095.67,0.11
920810.BJ,20230822,20230630,18633482.17,0.27
920810.BJ,20231028,20230930,18676879.59,0.27
920810.BJ,20240426,20231231,14163291.91,0.21
920810.BJ,20240426,20240331,-3501813.59,-0.05
920810.BJ,20240827,20240630,-8246254.02,-0.12
920810.BJ,20241029,20240930,-13472397.59,-0.19
920810.BJ,20250429,20241231,-49449165.66,-0.71
920810.BJ,20250429,20250331,2971870.55,0.04
920810.BJ,20250822,20250630,5680543.22,0.09
920810.BJ,20251029,20250930,3546290.26,0.04
920810.BJ,20260429,20251231,605019.38,0.01
920810.BJ,20260429,20260331,-1666447.44,-0.02
