ts_code,ann_date,end_date,n_income,basic_eps
002024.SZ,20230429,20230331,-181485000.0,-0.011
002024.SZ,20230831,20230630,-2053737000.0,-0.21
002024.SZ,20231028,20230930,-2853885000.0,-0.2857
002024.SZ,20240330,20231231,-4276943000.0,-0.45
002024.SZ,20240430,20240331,-68488000.0,-0.0106
002024.SZ,20240831,20240630,5680000.0,0.0016
002024.SZ,20241031,20240930,565099000.0,0.0657
002024.SZ,20250329,20241231,611066000.0,0.07
002024.SZ,20250430,20250331,24749000.0,0.002
002024.SZ,20250830,20250630,28961000.0,0.0054
002024.SZ,20251031,20250930,76099000.0,0.0081
002024.SZ,20260331,20251231,-606100000.0,0.01
002024.SZ,20260430,20260331,9093000.0,0.0031
