ts_code,ann_date,end_date,n_income,basic_eps
920057.BJ,20230428,20230331,13652405.16,0.08
920057.BJ,20230829,20230630,23361942.44,0.14
920057.BJ,20231031,20230930,30615329.99,0.17
920057.BJ,20240430,20231231,40121355.16,0.23
920057.BJ,20240430,20240331,5339055.72,0.03
920057.BJ,20240829,20240630,7011238.95,0.04
920057.BJ,20241031,20240930,8551397.33,0.05
920057.BJ,20250430,20241231,-4496771.85,-0.02
920057.BJ,20250430,20250331,-1310929.65,-0.01
920057.BJ,20250826,20250630,7077166.49,0.04
920057.BJ,20251031,20250930,8155677.68,0.04
920057.BJ,20260430,20251231,9102067.89,0.05
920057.BJ,20260430,20260331,1819081.01,0.01
