ts_code,ann_date,end_date,n_income,basic_eps
920436.BJ,20230427,20230331,-3841368.93,-0.04
920436.BJ,20230830,20230630,-6491951.23,-0.07
920436.BJ,20231031,20230930,-4905996.19,-0.05
920436.BJ,20240430,20231231,5219208.19,0.06
920436.BJ,20240430,20240331,-1274908.32,-0.01
920436.BJ,20240829,20240630,-8700891.41,-0.09
920436.BJ,20241030,20240930,-22218120.47,-0.24
920436.BJ,20250429,20241231,-56973055.8,-0.6
920436.BJ,20250429,20250331,-14782172.14,-0.09
920436.BJ,20250826,20250630,-23876553.35,-0.14
920436.BJ,20251030,20250930,-22786045.6,-0.14
920436.BJ,20260429,20251231,-18757284.92,-0.1
920436.BJ,20260429,20260331,-4759095.31,0.02
