ts_code,ann_date,end_date,n_income,basic_eps
688536.SH,20230429,20230331,1639849.12,0.01
688536.SH,20230811,20230630,14087736.19,0.12
688536.SH,20231028,20230930,16304407.64,0.14
688536.SH,20240330,20231231,-34713078.5,-0.28
688536.SH,20240430,20240331,-49167639.09,-0.37
688536.SH,20240817,20240630,-65638451.18,-0.5
688536.SH,20241030,20240930,-98726181.57,-0.75
688536.SH,20250429,20241231,-197216906.42,-1.5
688536.SH,20250429,20250331,15562957.41,0.12
688536.SH,20250826,20250630,65686720.71,0.5
688536.SH,20251029,20250930,126009880.99,0.95
688536.SH,20260331,20251231,172991828.8,1.3
688536.SH,20260428,20260331,105400509.6,0.77
