ts_code,ann_date,end_date,n_income,basic_eps
920566.BJ,20230427,20230331,16151291.15,0.11
920566.BJ,20230824,20230630,43007875.48,0.29
920566.BJ,20231027,20230930,64995505.22,0.44
920566.BJ,20240404,20231231,102244323.45,0.71
920566.BJ,20240427,20240331,19839028.88,0.14
920566.BJ,20240827,20240630,38826551.89,0.27
920566.BJ,20241030,20240930,56132422.5,0.39
920566.BJ,20250429,20241231,83814385.04,0.59
920566.BJ,20250429,20250331,16474414.29,0.11
920566.BJ,20250826,20250630,34938724.76,0.24
920566.BJ,20251028,20250930,55438721.71,0.38
920566.BJ,20260429,20251231,82870838.65,0.58
920566.BJ,20260429,20260331,23892642.97,0.17
