ts_code,ann_date,end_date,n_income,basic_eps
600010.SH,20230428,20230331,59629435.26,0.006
600010.SH,20230825,20230630,66306889.1,0.0091
600010.SH,20231027,20230930,41068533.12,0.0105
600010.SH,20240419,20231231,29604240.56,0.0113
600010.SH,20240427,20240331,7873089.65,0.0014
600010.SH,20240828,20240630,15116209.95,0.0024
600010.SH,20241031,20240930,-695344008.22,-0.0114
600010.SH,20250419,20241231,20748912.46,0.0058
600010.SH,20250429,20250331,6591954.77,0.001
600010.SH,20250826,20250630,111393771.87,0.0033
600010.SH,20251028,20250930,239016879.88,0.0051
600010.SH,20260418,20251231,385698209.46,0.0083
600010.SH,20260429,20260331,-542425635.59,-0.0102
