ts_code,ann_date,end_date,n_income,basic_eps
300221.SZ,20230419,20230331,1552087.95,0.0039
300221.SZ,20230809,20230630,16568282.72,0.0362
300221.SZ,20231024,20230930,27462593.01,0.0592
300221.SZ,20240419,20231231,27492818.11,0.0598
300221.SZ,20240419,20240331,1904691.8,0.005
300221.SZ,20240810,20240630,25678411.51,0.0574
300221.SZ,20241026,20240930,38533886.02,0.0857
300221.SZ,20250403,20241231,50639534.62,0.1127
300221.SZ,20250419,20250331,18210495.02,0.0392
300221.SZ,20250809,20250630,48962814.91,0.1046
300221.SZ,20251021,20250930,86774090.01,0.1853
300221.SZ,20260330,20251231,114097412.74,0.2415
300221.SZ,20260423,20260331,39266125.28,0.0831
