ts_code,ann_date,end_date,n_income,basic_eps
688286.SH,20230429,20230331,-20782023.07,-0.39
688286.SH,20230830,20230630,-53886304.98,-1.01
688286.SH,20231031,20230930,-83252655.62,-1.55
688286.SH,20240426,20231231,-102800609.02,-1.9
688286.SH,20240430,20240331,-14664434.36,-0.26
688286.SH,20240829,20240630,-35816869.76,-0.63
688286.SH,20241031,20240930,-48972077.59,-0.87
688286.SH,20250426,20241231,-35550875.63,-0.63
688286.SH,20250430,20250331,2780434.85,0.05
688286.SH,20250829,20250630,25669963.58,0.45
688286.SH,20251030,20250930,37970567.27,0.66
688286.SH,20260429,20251231,37662989.86,0.65
688286.SH,20260430,20260331,-10821534.29,-0.19
