ts_code,ann_date,end_date,n_income,basic_eps
600962.SH,20230427,20230331,9717944.97,0.0243
600962.SH,20230831,20230630,30609019.66,0.0894
600962.SH,20231028,20230930,46987479.21,0.1408
600962.SH,20240330,20231231,67269210.91,0.222
600962.SH,20240429,20240331,11476074.16,0.0324
600962.SH,20240831,20240630,4920406.5,0.0043
600962.SH,20241031,20240930,6347377.5,0.0033
600962.SH,20250329,20241231,37643979.5,0.1116
600962.SH,20250430,20250331,35684972.39,0.103
600962.SH,20250830,20250630,37348047.16,0.0956
600962.SH,20251031,20250930,45005922.55,0.1088
600962.SH,20260328,20251231,59451360.33,0.1561
600962.SH,20260430,20260331,6421211.36,0.0162
