ts_code,ann_date,end_date,n_income,basic_eps
920368.BJ,20230425,20230331,97804735.46,0.44
920368.BJ,20230826,20230630,210819402.56,1.0
920368.BJ,20231031,20230930,410074499.98,1.96
920368.BJ,20240427,20231231,545245701.03,2.92
920368.BJ,20240427,20240331,228993117.53,0.95
920368.BJ,20240828,20240630,328500095.34,1.38
920368.BJ,20241030,20240930,371762478.53,1.61
920368.BJ,20250426,20241231,324866535.04,1.46
920368.BJ,20250426,20250331,69413205.86,0.34
920368.BJ,20250828,20250630,86327510.48,0.45
920368.BJ,20251030,20250930,75307274.43,0.41
920368.BJ,20260425,20251231,61849327.81,0.36
920368.BJ,20260425,20260331,3918133.93,0.05
