ts_code,ann_date,end_date,n_income,basic_eps
920580.BJ,20230427,20230331,4930072.6,0.06
920580.BJ,20230816,20230630,8980871.75,0.1
920580.BJ,20231027,20230930,13161006.95,0.15
920580.BJ,20240420,20231231,15276260.39,0.18
920580.BJ,20240420,20240331,4398778.98,0.05
920580.BJ,20240816,20240630,6308794.09,0.07
920580.BJ,20241026,20240930,7798263.8,0.09
920580.BJ,20250425,20241231,9502495.47,0.11
920580.BJ,20250425,20250331,2248217.51,0.03
920580.BJ,20250816,20250630,7026284.48,0.08
920580.BJ,20251024,20250930,11359155.22,0.13
920580.BJ,20260321,20251231,17696303.26,0.21
920580.BJ,20260424,20260331,5233080.51,0.06
