ts_code,ann_date,end_date,n_income,basic_eps
920876.BJ,20230428,20230331,8265736.32,0.1288
920876.BJ,20230830,20230630,10764707.8,0.1677
920876.BJ,20231031,20230930,8143563.08,0.1269
920876.BJ,20240423,20231231,4770781.02,0.0743
920876.BJ,20240427,20240331,2776162.8,0.0433
920876.BJ,20240824,20240630,3648335.82,0.06
920876.BJ,20241031,20240930,5130171.99,0.08
920876.BJ,20250422,20241231,1548190.78,0.02
920876.BJ,20250426,20250331,2156020.64,0.03
920876.BJ,20250829,20250630,1860224.25,0.029
920876.BJ,20251031,20250930,2273028.83,0.0354
920876.BJ,20260423,20251231,6535531.43,0.1
920876.BJ,20260429,20260331,-2585218.83,-0.04
