ts_code,ann_date,end_date,n_income,basic_eps
920090.BJ,20230428,20230331,-13910117.31,-0.07
920090.BJ,20230830,20230630,-25078607.88,-0.13
920090.BJ,20231031,20230930,-32864978.42,-0.16
920090.BJ,20240430,20231231,-128130703.74,-0.64
920090.BJ,20240430,20240331,223250.24,0.001
920090.BJ,20240823,20240630,-9537603.37,-0.05
920090.BJ,20241030,20240930,-28945070.39,-0.15
920090.BJ,20250426,20241231,-71944088.77,-0.36
920090.BJ,20250426,20250331,-5974458.18,-0.03
920090.BJ,20250826,20250630,-14386082.69,-0.07
920090.BJ,20251030,20250930,-41043889.58,-0.21
920090.BJ,20260423,20251231,-60623106.95,-0.3
920090.BJ,20260423,20260331,-6174721.08,-0.03
