ts_code,ann_date,end_date,n_income,basic_eps
920570.BJ,20230518,20230331,10088634.36,0.43
920570.BJ,20230829,20230630,28761650.28,1.22
920570.BJ,20231103,20230930,40265585.56,1.71
920570.BJ,20240430,20231231,52261316.4,2.16
920570.BJ,20240430,20240331,7749888.77,0.24
920570.BJ,20240829,20240630,13327215.2,0.41
920570.BJ,20241030,20240930,17365703.44,0.38
920570.BJ,20250429,20241231,10436800.15,0.23
920570.BJ,20250429,20250331,2862575.66,0.06
920570.BJ,20250827,20250630,2879178.08,0.06
920570.BJ,20251030,20250930,4534724.24,0.09
920570.BJ,20260429,20251231,11240517.98,0.22
920570.BJ,20260429,20260331,5709228.24,0.11
