ts_code,ann_date,end_date,n_income,basic_eps
300907.SZ,20230428,20230331,6875543.22,0.0716
300907.SZ,20230826,20230630,28250834.38,0.2943
300907.SZ,20231025,20230930,40615253.59,0.4231
300907.SZ,20240330,20231231,49536941.72,0.5169
300907.SZ,20240426,20240331,17851336.87,0.1887
300907.SZ,20240824,20240630,44995252.62,0.4722
300907.SZ,20241024,20240930,67138919.85,0.7068
300907.SZ,20250419,20241231,83952948.72,0.8862
300907.SZ,20250425,20250331,18807099.84,0.1971
300907.SZ,20250823,20250630,44223674.93,0.4616
300907.SZ,20251025,20250930,49264840.05,0.5152
300907.SZ,20260424,20251231,47391222.84,0.4983
300907.SZ,20260428,20260331,27453143.54,0.1432
