ts_code,ann_date,end_date,n_income,basic_eps
920489.BJ,20230428,20230331,11002361.23,0.08
920489.BJ,20230830,20230630,20562810.18,0.15
920489.BJ,20231031,20230930,30753995.33,0.22
920489.BJ,20240420,20231231,20302994.63,0.15
920489.BJ,20240427,20240331,10874283.99,0.08
920489.BJ,20240830,20240630,18362137.11,0.13
920489.BJ,20241031,20240930,19036787.91,0.14
920489.BJ,20250426,20241231,11627714.2,0.09
920489.BJ,20250430,20250331,5576938.89,0.04
920489.BJ,20250828,20250630,6183220.21,0.04
920489.BJ,20251031,20250930,4467418.11,0.03
920489.BJ,20260429,20251231,-2605024.49,-0.02
920489.BJ,20260429,20260331,-1550397.6,-0.001
