ts_code,ann_date,end_date,n_income,basic_eps
920168.BJ,20240622,20230331,6512913.66,0.12
920168.BJ,20230826,20230630,15967594.88,0.28
920168.BJ,20240430,20231231,62248522.47,1.1
920168.BJ,20240622,20240331,15479098.69,0.27
920168.BJ,20240830,20240630,28820262.61,0.51
920168.BJ,20251105,20240930,49132003.92,0.87
920168.BJ,20250313,20241231,83093547.6,1.47
920168.BJ,20250709,20250331,16040699.2,0.28
920168.BJ,20250828,20250630,33450491.42,0.59
920168.BJ,20251105,20250930,51790183.14,0.92
920168.BJ,20260130,20251231,80051599.81,1.42
920168.BJ,20260430,20260331,6323751.52,0.1
