ts_code,ann_date,end_date,n_income,basic_eps
600123.SH,20230425,20230331,779699158.27,0.6769
600123.SH,20230829,20230630,1421846375.85,0.917
600123.SH,20231028,20230930,1928366463.46,1.211
600123.SH,20240423,20231231,2306868383.29,1.4124
600123.SH,20240423,20240331,78980549.08,0.0908
600123.SH,20240831,20240630,489479079.34,0.3714
600123.SH,20241029,20240930,551370487.1,0.4763
600123.SH,20250429,20241231,475732545.19,0.4843
600123.SH,20250429,20250331,1823001.88,0.0227
600123.SH,20250826,20250630,-52213223.43,0.039
600123.SH,20251031,20250930,-168992306.09,0.0071
600123.SH,20260424,20251231,-830167104.05,-0.3665
600123.SH,20260424,20260331,-76713243.61,-0.0186
