ts_code,ann_date,end_date,n_income,basic_eps
300404.SZ,20230426,20230331,12344811.55,0.0319
300404.SZ,20230826,20230630,18657792.2,0.0478
300404.SZ,20231027,20230930,24847179.31,0.0624
300404.SZ,20240425,20231231,27192703.38,0.0657
300404.SZ,20240425,20240331,17256705.24,0.0432
300404.SZ,20240827,20240630,30885291.47,0.0789
300404.SZ,20241026,20240930,45361752.11,0.1133
300404.SZ,20250426,20241231,30657467.22,0.0753
300404.SZ,20250426,20250331,4680741.06,0.0102
300404.SZ,20250827,20250630,17560429.1,0.0407
300404.SZ,20251029,20250930,23867516.19,0.0571
300404.SZ,20260425,20251231,32909794.36,0.0794
300404.SZ,20260425,20260331,16070215.53,0.043
