ts_code,ann_date,end_date,n_income,basic_eps
000728.SZ,20230427,20230331,520004777.03,0.12
000728.SZ,20230818,20230630,914347343.11,0.21
000728.SZ,20231026,20230930,1427085495.14,0.33
000728.SZ,20240326,20231231,1868506228.28,0.43
000728.SZ,20240429,20240331,463044213.04,0.11
000728.SZ,20240827,20240630,1000675806.65,0.23
000728.SZ,20241026,20240930,1570748335.64,0.36
000728.SZ,20250415,20241231,2245467890.32,0.51
000728.SZ,20250429,20250331,640556721.61,0.15
000728.SZ,20250826,20250630,1404978574.86,0.32
000728.SZ,20251028,20250930,2015268954.05,0.46
000728.SZ,20260421,20251231,2426571895.98,0.56
000728.SZ,20260421,20260331,542124534.83,0.12
