ts_code,ann_date,end_date,n_income,basic_eps
603600.SH,20230428,20230331,52061620.44,0.17
603600.SH,20230830,20230630,143641649.63,0.47
603600.SH,20231028,20230930,214137780.71,0.68
603600.SH,20240425,20231231,302602079.02,0.95
603600.SH,20240425,20240331,44288014.46,0.13
603600.SH,20240827,20240630,130036014.29,0.38
603600.SH,20241026,20240930,229895901.24,0.68
603600.SH,20250425,20241231,301982986.53,0.89
603600.SH,20250425,20250331,57516667.61,0.17
603600.SH,20250826,20250630,132240467.58,0.4
603600.SH,20251028,20250930,190854635.67,0.58
603600.SH,20260425,20251231,231683221.8,0.7
603600.SH,20260425,20260331,73278434.72,0.22
