ts_code,ann_date,end_date,n_income,basic_eps
920509.BJ,20230427,20230331,3556002.13,0.03
920509.BJ,20230826,20230630,16451840.66,0.1
920509.BJ,20231027,20230930,25838999.25,0.16
920509.BJ,20240411,20231231,38595340.26,0.24
920509.BJ,20240423,20240331,4322354.37,0.03
920509.BJ,20240820,20240630,18772874.79,0.12
920509.BJ,20241029,20240930,27619408.91,0.17
920509.BJ,20250423,20241231,50339515.26,0.32
920509.BJ,20250423,20250331,9820125.65,0.06
920509.BJ,20250807,20250630,29275961.0,0.18
920509.BJ,20251029,20250930,44145621.98,0.27
920509.BJ,20260422,20251231,69560136.31,0.43
920509.BJ,20260422,20260331,11377709.61,0.07
