ts_code,ann_date,end_date,n_income,basic_eps
920371.BJ,20230427,20230331,12318895.1,0.07
920371.BJ,20230817,20230630,30105835.02,0.15
920371.BJ,20231026,20230930,40398199.22,0.2
920371.BJ,20240426,20231231,43161415.83,0.22
920371.BJ,20240426,20240331,19301064.44,0.09
920371.BJ,20240823,20240630,42688399.25,0.21
920371.BJ,20241030,20240930,50958863.21,0.25
920371.BJ,20250426,20241231,45599946.13,0.222
920371.BJ,20250426,20250331,17113290.34,0.08
920371.BJ,20250823,20250630,41158152.07,0.2
920371.BJ,20251029,20250930,66129449.91,0.32
920371.BJ,20260425,20251231,86544086.12,0.42
920371.BJ,20260425,20260331,17009531.02,0.08
