ts_code,ann_date,end_date,n_income,basic_eps
688378.SH,20230425,20230331,94807042.01,0.9235
688378.SH,20230829,20230630,97480295.44,0.68
688378.SH,20231030,20230930,97736774.78,0.68
688378.SH,20240419,20231231,122266035.08,0.84
688378.SH,20240426,20240331,95014488.65,0.6391
688378.SH,20240823,20240630,91813194.24,0.44
688378.SH,20241025,20240930,101251083.26,0.49
688378.SH,20250417,20241231,90432815.87,0.43
688378.SH,20250417,20250331,25435986.68,0.1223
688378.SH,20250823,20250630,27004851.88,0.11
688378.SH,20251031,20250930,31356053.44,0.13
688378.SH,20260422,20251231,72296064.18,0.29
688378.SH,20260422,20260331,80087529.5,0.3193
