ts_code,ann_date,end_date,n_income,basic_eps
605099.SH,20230427,20230331,93679489.22,0.23
605099.SH,20230816,20230630,226407007.66,0.57
605099.SH,20231031,20230930,352241654.89,0.88
605099.SH,20240429,20231231,431224177.34,1.08
605099.SH,20240429,20240331,121178382.38,0.3
605099.SH,20240830,20240630,283200087.18,0.71
605099.SH,20241031,20240930,393615443.22,0.98
605099.SH,20250428,20241231,511249406.15,1.28
605099.SH,20250428,20250331,155994239.9,0.39
605099.SH,20250829,20250630,344629427.05,0.86
605099.SH,20251031,20250930,515213228.91,1.28
605099.SH,20260429,20251231,667674213.96,1.67
605099.SH,20260429,20260331,200738139.1,0.5
