ts_code,ann_date,end_date,n_income,basic_eps
920547.BJ,20230516,20230331,19317763.05,0.4128
920547.BJ,20230831,20230630,27658425.09,0.59
920547.BJ,20231118,20230930,50002775.33,1.0684
920547.BJ,20240423,20231231,53405601.2,1.14
920547.BJ,20240427,20240331,14673681.53,0.3
920547.BJ,20240823,20240630,27677021.46,0.36
920547.BJ,20241030,20240930,38163424.19,0.49
920547.BJ,20250419,20241231,42851041.14,0.55
920547.BJ,20250430,20250331,19132669.99,0.25
920547.BJ,20250823,20250630,37301361.86,0.48
920547.BJ,20251028,20250930,48060643.78,0.62
920547.BJ,20260428,20251231,63047952.04,0.81
920547.BJ,20260428,20260331,19775928.3,0.25
