ts_code,ann_date,end_date,n_income,basic_eps
603057.SH,20230422,20230331,43966388.66,0.1084
603057.SH,20230811,20230630,177205528.17,0.436
603057.SH,20231027,20230930,339745512.13,0.83
603057.SH,20240420,20231231,341190132.22,0.8048
603057.SH,20240420,20240331,53798352.56,0.131
603057.SH,20240817,20240630,198779544.8,0.4803
603057.SH,20241025,20240930,351855141.87,0.8454
603057.SH,20250418,20241231,347441427.86,0.8394
603057.SH,20250418,20250331,17093576.2,0.0369
603057.SH,20250823,20250630,108308116.25,0.2521
603057.SH,20251025,20250930,199412860.4,0.4694
603057.SH,20260417,20251231,239543446.32,0.5714
603057.SH,20260430,20260331,82131663.95,0.2022
