ts_code,ann_date,end_date,n_income,basic_eps
920873.BJ,20230425,20230331,-10636249.02,-0.07
920873.BJ,20230826,20230630,-18914193.64,-0.12
920873.BJ,20231028,20230930,-13930485.09,-0.09
920873.BJ,20240426,20231231,-10456027.55,-0.06
920873.BJ,20240426,20240331,-14674972.31,-0.09
920873.BJ,20240828,20240630,-40457318.55,-0.25
920873.BJ,20241030,20240930,-64543976.64,-0.4
920873.BJ,20250426,20241231,-108561138.01,-0.68
920873.BJ,20250426,20250331,-11906914.7,-0.07
920873.BJ,20250827,20250630,-26242099.19,-0.16
920873.BJ,20251029,20250930,-34869476.0,-0.22
920873.BJ,20260424,20251231,-63378729.97,-0.41
920873.BJ,20260424,20260331,-10671360.22,-0.06
