ts_code,ann_date,end_date,n_income,basic_eps
301035.SZ,20230427,20230331,193454997.94,0.66
301035.SZ,20230830,20230630,451735095.45,1.53
301035.SZ,20231028,20230930,775948170.2,2.6
301035.SZ,20240426,20231231,850109977.2,2.78
301035.SZ,20240426,20240331,165301073.39,0.55
301035.SZ,20240830,20240630,216426608.07,0.65
301035.SZ,20241028,20240930,400017282.86,1.23
301035.SZ,20250425,20241231,528386525.87,1.61
301035.SZ,20250425,20250331,274496882.87,0.91
301035.SZ,20250822,20250630,624402667.26,2.0
301035.SZ,20251024,20250930,997422954.07,3.2
301035.SZ,20260427,20251231,1177241499.44,3.75
301035.SZ,20260427,20260331,192082352.25,0.59
