ts_code,ann_date,end_date,n_income,basic_eps
601117.SH,20230429,20230331,1158980333.75,0.18
601117.SH,20230831,20230630,3193097716.41,0.48
601117.SH,20231028,20230930,4028059886.5,0.61
601117.SH,20240429,20231231,5971408455.55,0.89
601117.SH,20240429,20240331,1353651893.34,0.2
601117.SH,20240831,20240630,3115432527.16,0.46
601117.SH,20241031,20240930,4209594298.47,0.63
601117.SH,20250430,20241231,6241871890.11,0.93
601117.SH,20250430,20250331,1599631090.36,0.24
601117.SH,20250826,20250630,3380252433.66,0.51
601117.SH,20251030,20250930,4634261636.92,0.69
601117.SH,20260325,20251231,7077046813.43,1.06
601117.SH,20260428,20260331,1643859808.17,0.26
