ts_code,ann_date,end_date,n_income,basic_eps
920523.BJ,20230428,20230331,5016056.32,0.06
920523.BJ,20230826,20230630,11425410.49,0.15
920523.BJ,20231027,20230930,31508351.26,0.4
920523.BJ,20240409,20231231,53301269.96,0.68
920523.BJ,20240427,20240331,28782633.64,0.37
920523.BJ,20240828,20240630,62946705.76,0.62
920523.BJ,20241030,20240930,106161905.06,1.05
920523.BJ,20250429,20241231,150561588.89,1.49
920523.BJ,20250429,20250331,34311442.04,0.34
920523.BJ,20250826,20250630,73985825.83,0.73
920523.BJ,20251029,20250930,111514057.85,1.1
920523.BJ,20260423,20251231,145222928.17,1.43
920523.BJ,20260429,20260331,25391945.75,0.25
