ts_code,ann_date,end_date,n_income,basic_eps
688522.SH,20230418,20230331,8480337.32,0.07
688522.SH,20230812,20230630,19372642.48,0.13
688522.SH,20231028,20230930,33237332.81,0.21
688522.SH,20240420,20231231,63302046.37,0.43
688522.SH,20240420,20240331,4230943.35,0.03
688522.SH,20240817,20240630,5889147.28,0.03
688522.SH,20241029,20240930,26008690.89,0.12
688522.SH,20250419,20241231,76612908.51,0.35
688522.SH,20250419,20250331,21665586.48,0.1
688522.SH,20250826,20250630,56946565.26,0.19
688522.SH,20251028,20250930,73156729.15,0.24
688522.SH,20260418,20251231,109478061.94,0.36
688522.SH,20260418,20260331,26415456.47,0.09
