ts_code,ann_date,end_date,n_income,basic_eps
920394.BJ,20230421,20230331,16834144.12,0.16
920394.BJ,20230725,20230630,40026519.67,0.34
920394.BJ,20231018,20230930,63927546.0,0.5
920394.BJ,20240320,20231231,80614272.94,0.62
920394.BJ,20240412,20240331,18998534.03,0.14
920394.BJ,20240816,20240630,41463399.37,0.3
920394.BJ,20241016,20240930,66916487.84,0.48
920394.BJ,20250320,20241231,95811287.16,0.69
920394.BJ,20250412,20250331,30258724.63,0.21
920394.BJ,20250724,20250630,61945767.07,0.43
920394.BJ,20251017,20250930,89823042.3,0.62
920394.BJ,20260320,20251231,126313041.89,0.87
920394.BJ,20260414,20260331,30093499.65,0.21
