ts_code,ann_date,end_date,n_income,basic_eps
920720.BJ,20230428,20230331,8873992.92,0.0971
920720.BJ,20230830,20230630,19457733.75,0.103
920720.BJ,20231031,20230930,32373884.65,0.1742
920720.BJ,20240426,20231231,42694104.15,0.2299
920720.BJ,20240427,20240331,10486259.56,0.0377
920720.BJ,20240830,20240630,26303639.43,0.138
920720.BJ,20241031,20240930,44177799.09,0.2351
920720.BJ,20250422,20241231,56747955.03,0.3035
920720.BJ,20250429,20250331,15653350.48,0.0847
920720.BJ,20250829,20250630,32116340.1,0.122
920720.BJ,20251031,20250930,45611112.02,0.1733
920720.BJ,20260430,20251231,62791999.44,0.2403
920720.BJ,20260430,20260331,9858565.81,0.0547
