ts_code,ann_date,end_date,n_income,basic_eps
920339.BJ,20230428,20230331,8856475.22,0.04
920339.BJ,20230822,20230630,32672459.0,0.15
920339.BJ,20231031,20230930,63134380.17,0.29
920339.BJ,20240427,20231231,73187637.05,0.33
920339.BJ,20240427,20240331,12453755.93,0.06
920339.BJ,20240829,20240630,22557136.39,0.1
920339.BJ,20241031,20240930,45902096.89,0.21
920339.BJ,20250422,20241231,66393907.39,0.3
920339.BJ,20250422,20250331,16690894.85,0.08
920339.BJ,20250822,20250630,17226353.54,0.08
920339.BJ,20251025,20250930,40773104.74,0.19
920339.BJ,20260418,20251231,39941029.05,0.18
920339.BJ,20260418,20260331,-2082436.04,-0.01
