ts_code,ann_date,end_date,n_income,basic_eps
000985.SZ,20230422,20230331,2273226.83,0.018
000985.SZ,20230826,20230630,145009.28,0.001
000985.SZ,20231028,20230930,-13155571.32,-0.102
000985.SZ,20240427,20231231,5676684.9,0.0438
000985.SZ,20240427,20240331,3674785.42,0.028
000985.SZ,20240824,20240630,8022327.08,0.062
000985.SZ,20241026,20240930,31129728.31,0.24
000985.SZ,20250426,20241231,14795386.68,0.1141
000985.SZ,20250426,20250331,7127128.56,0.055
000985.SZ,20250823,20250630,9064028.21,0.0699
000985.SZ,20251030,20250930,13225340.72,0.102
000985.SZ,20260425,20251231,7425885.8,0.0573
000985.SZ,20260425,20260331,5656381.93,0.044
