ts_code,ann_date,end_date,n_income,basic_eps
920693.BJ,20230617,20230331,6617446.67,0.11
920693.BJ,20230812,20230630,14011083.38,0.23
920693.BJ,20231031,20230930,20357316.58,0.33
920693.BJ,20240420,20231231,23089502.1,0.36
920693.BJ,20240426,20240331,6373951.91,0.09
920693.BJ,20240827,20240630,12257201.57,0.17
920693.BJ,20241030,20240930,15897919.59,0.22
920693.BJ,20250418,20241231,17358990.56,0.24
920693.BJ,20250426,20250331,4862325.15,0.07
920693.BJ,20250826,20250630,6576654.34,0.09
920693.BJ,20251029,20250930,8582981.31,0.12
920693.BJ,20260416,20251231,3296890.46,0.05
920693.BJ,20260429,20260331,-378285.99,0.01
