ts_code,ann_date,end_date,n_income,basic_eps
002912.SZ,20230429,20230331,59043855.43,0.35
002912.SZ,20230825,20230630,73827487.16,0.43
002912.SZ,20231028,20230930,74114843.84,0.43
002912.SZ,20240315,20231231,114243743.24,0.67
002912.SZ,20240423,20240331,-38154946.07,-0.22
002912.SZ,20240829,20240630,-94419543.12,-0.55
002912.SZ,20241029,20240930,-46962003.32,-0.28
002912.SZ,20250328,20241231,59922359.0,0.35
002912.SZ,20250426,20250331,-39579836.07,-0.23
002912.SZ,20250827,20250630,-67145751.92,-0.39
002912.SZ,20251018,20250930,-10630722.34,-0.06
002912.SZ,20260318,20251231,69410652.07,0.41
002912.SZ,20260428,20260331,-82027499.58,-0.48
