ts_code,ann_date,end_date,n_income,basic_eps
300307.SZ,20230428,20230331,35729543.85,0.05
300307.SZ,20230830,20230630,101928973.52,0.12
300307.SZ,20231027,20230930,120344042.17,0.1503
300307.SZ,20240412,20231231,109471931.26,0.15
300307.SZ,20240426,20240331,249644829.99,0.29
300307.SZ,20240828,20240630,305272377.57,0.36
300307.SZ,20241030,20240930,327746016.22,0.393
300307.SZ,20250416,20241231,290590214.63,0.36
300307.SZ,20250429,20250331,74434672.37,0.1
300307.SZ,20250828,20250630,105712186.27,0.13
300307.SZ,20251029,20250930,121352912.79,0.15
300307.SZ,20260331,20251231,96475527.73,0.12
300307.SZ,20260429,20260331,90866104.99,0.11
