ts_code,ann_date,end_date,n_income,basic_eps
920906.BJ,20230428,20230331,17710810.17,0.3
920906.BJ,20230818,20230630,24482382.08,0.4
920906.BJ,20231031,20230930,27944585.57,0.44
920906.BJ,20240424,20231231,38461444.81,0.59
920906.BJ,20240427,20240331,-229801.18,-0.01
920906.BJ,20240828,20240630,8809401.96,0.12
920906.BJ,20241031,20240930,2422063.16,0.02
920906.BJ,20250424,20241231,18831648.11,0.27
920906.BJ,20250430,20250331,-1505537.94,-0.03
920906.BJ,20250828,20250630,31935049.72,0.49
920906.BJ,20251030,20250930,36798085.99,0.57
920906.BJ,20260428,20251231,29664671.53,0.45
920906.BJ,20260430,20260331,430868.53,0.01
