ts_code,ann_date,end_date,n_income,basic_eps
002036.SZ,20230425,20230331,-192140895.09,-0.17
002036.SZ,20230831,20230630,-298608663.76,-0.2603
002036.SZ,20231031,20230930,-360507026.96,-0.3063
002036.SZ,20240430,20231231,-1059987308.01,-0.93
002036.SZ,20240430,20240331,-80695909.2,-0.06
002036.SZ,20240814,20240630,-93691546.25,-0.0608
002036.SZ,20241029,20240930,-89100030.35,-0.0432
002036.SZ,20250426,20241231,-621465988.11,-0.52
002036.SZ,20250426,20250331,-7724022.39,0.0031
002036.SZ,20250826,20250630,8467942.93,0.0227
002036.SZ,20251028,20250930,25936373.57,0.0481
002036.SZ,20260428,20251231,-1072835660.44,-0.96
002036.SZ,20260428,20260331,-113356169.84,-0.09
