ts_code,ann_date,end_date,n_income,basic_eps
301015.SZ,20230425,20230331,119549046.03,0.2331
301015.SZ,20230829,20230630,292640460.3,0.576
301015.SZ,20231027,20230930,484236458.68,0.9411
301015.SZ,20240423,20231231,639883332.35,1.25
301015.SZ,20240423,20240331,164996276.84,0.3158
301015.SZ,20240828,20240630,366041224.32,0.7
301015.SZ,20241026,20240930,690576353.68,1.22
301015.SZ,20250424,20241231,767030644.39,1.32
301015.SZ,20250424,20250331,109662899.99,0.16
301015.SZ,20250829,20250630,211406109.96,0.31
301015.SZ,20251030,20250930,560613786.74,0.91
301015.SZ,20260429,20251231,571929272.87,0.9
301015.SZ,20260429,20260331,155458342.19,0.24
