ts_code,ann_date,end_date,n_income,basic_eps
920106.BJ,20230901,20230630,15121427.6,0.46
920106.BJ,20241207,20231231,49182336.26,1.48
920106.BJ,20240530,20240331,9896755.12,0.3
920106.BJ,20241207,20240630,28066050.8,0.85
920106.BJ,20241106,20240930,46131129.98,1.39
920106.BJ,20250417,20241231,81043199.68,2.44
920106.BJ,20250417,20250331,38361621.98,0.97
920106.BJ,20250819,20250630,75162708.59,1.35
920106.BJ,20251031,20250930,106651549.41,1.91
920106.BJ,20260408,20251231,141196068.67,2.53
920106.BJ,20260430,20260331,23178696.79,0.42
