ts_code,ann_date,end_date,n_income,basic_eps
920304.BJ,20230425,20230331,19528674.39,0.15
920304.BJ,20230822,20230630,40920768.7,0.3
920304.BJ,20231027,20230930,56218234.1,0.38
920304.BJ,20240409,20231231,78815053.84,0.52
920304.BJ,20240427,20240331,22704345.38,0.14
920304.BJ,20240820,20240630,50436379.5,0.31
920304.BJ,20241029,20240930,73835025.38,0.46
920304.BJ,20250422,20241231,85849316.99,0.53
920304.BJ,20250422,20250331,14120889.93,0.09
920304.BJ,20250812,20250630,26911166.12,0.17
920304.BJ,20251028,20250930,45189577.15,0.28
920304.BJ,20260421,20251231,58344489.67,0.36
920304.BJ,20260421,20260331,9189422.28,0.06
