ts_code,ann_date,end_date,n_income,basic_eps
920006.BJ,20230831,20230630,30700092.18,0.44
920006.BJ,20231028,20230930,34628210.64,0.45
920006.BJ,20240424,20231231,55258016.08,0.68
920006.BJ,20240427,20240331,-466098.99,-0.01
920006.BJ,20240830,20240630,8260830.49,0.09
920006.BJ,20241031,20240930,12684012.45,0.14
920006.BJ,20250430,20241231,-9735787.87,-0.11
920006.BJ,20250430,20250331,615737.03,0.01
920006.BJ,20250829,20250630,10499352.45,0.12
920006.BJ,20251031,20250930,12818342.19,0.14
920006.BJ,20260425,20251231,7949790.44,0.09
920006.BJ,20260425,20260331,-4956983.08,-0.05
