ts_code,ann_date,end_date,n_income,basic_eps
920023.BJ,20230427,20230331,7053013.48,0.03
920023.BJ,20230829,20230630,19542810.66,0.07
920023.BJ,20231031,20230930,23282270.84,0.08
920023.BJ,20240321,20231231,33378146.86,0.105
920023.BJ,20240427,20240331,8706458.8,0.03
920023.BJ,20240810,20240630,26746999.35,0.08
920023.BJ,20241031,20240930,31372584.13,0.1
920023.BJ,20250430,20241231,9654654.33,0.0295
920023.BJ,20250430,20250331,4536726.53,0.01
920023.BJ,20250822,20250630,16368804.46,0.05
920023.BJ,20251030,20250930,26394751.86,0.081
920023.BJ,20260429,20251231,12426664.51,0.038
920023.BJ,20260429,20260331,654063.43,0.002
