ts_code,ann_date,end_date,n_income,basic_eps
601399.SH,20230428,20230331,83836960.51,0.0113
601399.SH,20230825,20230630,201292901.42,0.0263
601399.SH,20231031,20230930,377265815.87,0.0484
601399.SH,20240424,20231231,441616403.69,0.0597
601399.SH,20240424,20240331,113842520.4,0.0151
601399.SH,20240827,20240630,225433311.92,0.0295
601399.SH,20241026,20240930,447813374.19,0.0574
601399.SH,20250423,20241231,467222084.42,0.0599
601399.SH,20250423,20250331,117550598.9,0.0154
601399.SH,20250826,20250630,256524700.24,0.0335
601399.SH,20251025,20250930,474974100.86,0.0605
601399.SH,20260414,20251231,498494908.51,0.0643
601399.SH,20260428,20260331,134941947.43,0.0176
